

New start of logging. Datetime: 2022.05.08_140906 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'05/08/2022 14:09:51;37,3;20;974,6;38,5;34,4;-988,0;-93,1;90,2;-6020,0;2450,0;-1750,0;6,1;20,9;-100,0;4,19;0,04
'05/08/2022 14:09:52;37,3;20;974,5;38,5;34,5;-1000,9;-100,7;13,4;8680,0;-7210,0;-4130,0;6,0;20,9;-100,0;4,19;0,04
'05/08/2022 14:09:53;37,3;20;974,6;38,5;34,4;-1005,1;-109,9;-37,5;-5880,0;-3920,0;-2310,0;6,1;24,3;-100,0;4,19;0,04
'05/08/2022 14:09:54;37,3;20;974,5;38,6;34,5;-1004,7;-127,4;-59,0;-2030,0;-8610,0;-2660,0;6,9;35,5;-100,0;4,19;0,04
'05/08/2022 14:09:55;37,3;21;974,6;38,6;34,5;-1006,2;-129,1;-60,7;280,0;-9310,0;-980,0;7,1;42,3;-100,0;4,19;0,04
'05/08/2022 14:09:56;37,3;21;974,6;38,6;34,5;-1007,8;-120,5;-37,7;-4550,0;840,0;-1120,0;7,1;42,3;-100,0;4,19;0,04
'05/08/2022 14:09:57;37,3;21;974,5;38,5;34,5;-1009,4;-120,5;8,2;3290,0;-3080,0;0,0;7,3;47,4;-100,0;4,19;0,04
'05/08/2022 14:09:58;37,3;21;974,6;38,5;34,5;-959,2;-133,5;206,7;-8260,0;14700,0;-9100,0;7,3;48,7;-100,0;4,19;0,04
'05/08/2022 14:09:59;37,3;21;974,5;38,6;34,5;-817,9;-195,1;471,1;-10080,0;19670,0;-7700,0;7,3;48,6;-100,0;4,19;0,04
'05/08/2022 14:10:00;37,3;21;974,7;38,5;34,5;-634,7;-240,3;687,6;-1190,0;9310,0;-5110,0;7,2;49,2;-100,0;4,19;0,04
'05/08/2022 14:10:01;37,3;21;974,6;38,5;34,5;-469,5;-235,4;821,2;1960,0;-2730,0;4900,0;7,2;49,4;-100,0;4,19;0,04
'05/08/2022 14:10:02;37,3;21;974,7;38,5;34,5;-279,7;-225,0;908,8;9100,0;10150,0;3010,0;7,3;51,2;-100,0;4,19;0,04
'05/08/2022 14:10:03;37,3;21;974,5;38,6;34,6;-125,4;-154,0;963,2;-13440,0;10220,0;630,0;7,3;51,3;-100,0;4,19;0,04
'05/08/2022 14:10:03;37,3;21;974,4;38,6;34,5;-30,8;-172,0;978,3;-1050,0;17570,0;490,0;7,2;50,9;-100,0;4,19;0,04
'05/08/2022 14:10:04;37,3;21;974,5;38,6;34,6;-22,0;-118,9;998,4;-3290,0;2730,0;4130,0;7,2;50,8;-100,0;4,19;0,04
'05/08/2022 14:10:05;37,3;21;974,6;38,6;34,6;-17,2;-62,8;1005,9;-6440,0;-1470,0;-6580,0;7,2;51,4;-100,0;4,19;0,04
'05/08/2022 14:10:06;37,3;21;974,5;38,6;34,5;14,3;-39,7;1009,7;-910,0;1890,0;6300,0;7,3;52,4;-100,0;4,19;0,04
'05/08/2022 14:10:07;37,3;21;974,6;38,6;34,6;54,5;-48,4;1008,8;3220,0;7350,0;-1820,0;7,3;52,4;-100,0;4,19;0,04
'05/08/2022 14:10:08;37,3;21;974,5;38,6;34,6;56,2;-31,0;1010,6;770,0;1330,0;1680,0;7,3;52,1;-100,0;4,19;0,04
'05/08/2022 14:10:09;37,3;21;974,4;38,6;34,6;62,2;-19,0;1012,3;3080,0;630,0;1050,0;7,3;51,9;-100,0;4,19;0,04
'05/08/2022 14:10:10;37,3;21;974,5;38,6;34,6;64,5;-4,0;1010,7;-5250,0;560,0;1050,0;7,2;53,8;-100,0;4,19;0,04
'05/08/2022 14:10:11;37,4;21;974,6;38,6;34,6;52,2;-6,1;1014,1;-15260,0;-20090,0;-3500,0;7,2;54,1;-100,0;4,19;0,04
'05/08/2022 14:10:12;37,4;21;974,5;38,6;34,6;54,5;-22,0;1013,1;2450,0;1190,0;-4200,0;7,3;54,1;-100,0;4,19;0,04
'05/08/2022 14:10:13;37,4;21;974,5;38,7;34,6;68,0;-4,0;1010,3;-1960,0;2100,0;-630,0;7,2;54,9;-100,0;4,19;0,04
'05/08/2022 14:10:14;37,4;21;974,5;38,7;34,7;55,8;-1,3;1015,2;560,0;-10080,0;-6020,0;7,3;55,2;-100,0;4,19;0,04
'05/08/2022 14:10:15;37,4;21;974,4;38,7;34,6;93,1;-33,1;1007,1;-3990,0;350,0;-7490,0;7,2;55,0;-100,0;4,19;0,04
'05/08/2022 14:10:15;37,4;21;974,5;38,7;34,6;110,7;-36,0;1004,4;7490,0;-3290,0;-3500,0;7,2;54,8;-100,0;4,19;0,04
'05/08/2022 14:10:16;37,4;21;974,5;38,7;34,6;124,1;-23,8;1006,4;-6580,0;-19250,0;-3080,0;7,3;54,9;-100,0;4,19;0,04
'05/08/2022 14:10:17;37,4;21;974,5;38,7;34,6;132,3;-2,7;998,1;-17010,0;14490,0;-8890,0;7,3;54,9;-100,0;4,19;0,04
'05/08/2022 14:10:18;37,4;21;974,5;38,7;34,6;93,0;-34,6;1008,3;3990,0;-1120,0;-2240,0;7,3;55,0;-100,0;4,19;0,04
'05/08/2022 14:10:19;37,4;21;974,5;38,7;34,7;73,9;-42,6;1007,9;-5600,0;-4550,0;1680,0;7,3;53,8;-100,0;4,19;0,04
'05/08/2022 14:10:20;37,4;21;974,6;38,7;34,7;55,6;-38,4;1010,6;15400,0;17920,0;-4760,0;7,4;54,8;-100,0;4,19;0,04
'05/08/2022 14:10:21;37,4;21;974,6;38,7;34,7;43,6;12,2;1008,1;-13580,0;5600,0;5880,0;7,5;55,3;-100,0;4,19;0,04
'05/08/2022 14:10:22;37,5;21;974,5;38,7;34,7;41,5;19,2;1012,7;5390,0;-6020,0;-5600,0;7,4;52,1;-100,0;4,19;0,04
'05/08/2022 14:10:23;37,5;21;974,6;38,7;34,7;33,1;19,9;1011,1;4900,0;-12110,0;3780,0;6,7;41,2;-100,0;4,19;0,04
'05/08/2022 14:10:24;37,5;21;974,7;38,7;34,7;55,4;10,4;1011,3;-12460,0;25900,0;0,0;6,3;34,1;-100,0;4,19;0,04
'05/08/2022 14:10:25;37,5;21;974,6;38,8;34,7;36,5;-19,8;1013,1;-630,0;-700,0;-1260,0;6,1;29,0;-100,0;4,19;0,04
'05/08/2022 14:10:26;37,5;21;974,4;38,8;34,8;22,9;-22,9;1012,5;-4130,0;-6650,0;2380,0;6,0;26,8;-100,0;4,19;0,04
'05/08/2022 14:10:27;37,5;21;974,6;38,8;34,8;25,3;2,3;1013,3;-4550,0;-3290,0;-910,0;6,0;26,7;-100,0;4,19;0,04
'05/08/2022 14:10:27;37,5;21;974,5;38,8;34,8;23,5;14,2;1011,2;-5600,0;-5250,0;-2030,0;6,0;25,9;-100,0;4,19;0,04
'05/08/2022 14:10:28;37,5;21;974,6;38,8;34,8;12,4;29,3;1012,4;-6440,0;-6090,0;-3640,0;6,0;25,9;-100,0;4,19;0,04
'05/08/2022 14:10:29;37,5;21;974,5;38,8;34,7;29,7;30,7;1012,8;-3290,0;140,0;1680,0;6,1;25,1;-100,0;4,19;0,04
'05/08/2022 14:10:30;37,5;21;974,6;38,8;34,8;42,8;11,8;1011,9;-8890,0;10500,0;1750,0;6,1;25,9;-100,0;4,19;0,04
'05/08/2022 14:10:31;37,5;21;974,5;38,8;34,8;41,4;8,5;1012,8;840,0;6230,0;840,0;6,2;26,0;-100,0;4,19;0,04
'05/08/2022 14:10:32;37,5;21;974,6;38,9;34,8;39,4;32,6;1011,3;-420,0;-7000,0;-1540,0;6,2;25,9;-100,0;4,19;0,04
'05/08/2022 14:10:33;37,5;21;974,5;38,9;34,8;90,3;33,1;1008,9;3010,0;2450,0;6650,0;6,2;25,6;-100,0;4,19;0,04
'05/08/2022 14:10:34;37,6;21;974,5;38,9;34,8;106,1;23,3;1008,7;5460,0;3430,0;-6020,0;6,2;24,8;-100,0;4,19;0,04
'05/08/2022 14:10:35;37,6;21;974,6;38,9;34,8;89,5;21,3;1009,4;1400,0;-1050,0;-350,0;6,3;25,9;-100,0;4,19;0,04
'05/08/2022 14:10:36;37,6;21;974,6;38,9;34,9;98,8;14,6;1009,5;1890,0;1890,0;-1890,0;6,3;26,2;-100,0;4,19;0,04
'05/08/2022 14:10:37;37,6;21;974,6;38,9;34,9;98,8;14,6;1009,5;1890,0;1890,0;-1890,0;6,3;26,2;-100,0;4,19;0,04
'05/08/2022 14:10:38;37,6;21;974,5;38,9;34,8;111,7;18,9;1005,5;700,0;1680,0;-2940,0;6,3;23,7;-100,0;4,19;0,04
'05/08/2022 14:10:39;37,6;21;974,6;38,9;34,8;105,8;-3,0;1008,2;4760,0;770,0;6650,0;6,3;23,6;-100,0;4,19;0,04
'05/08/2022 14:10:39;37,6;21;974,6;38,9;34,9;90,7;-28,9;1009,4;1890,0;-7700,0;-70,0;6,3;23,9;-100,0;4,19;0,04
'05/08/2022 14:10:40;37,6;20;974,6;38,9;34,9;91,8;-47,3;1008,6;10290,0;3920,0;1960,0;6,2;23,0;-100,0;4,19;0,04
'05/08/2022 14:10:41;37,6;20;974,6;38,8;34,9;143,2;-57,1;999,5;-6160,0;-4340,0;490,0;6,3;23,5;-100,0;4,19;0,04
'05/08/2022 14:10:42;37,6;20;974,5;38,8;34,8;187,9;-70,1;993,8;6090,0;1120,0;-6160,0;6,3;23,9;-100,0;4,19;0,04
'05/08/2022 14:10:43;37,6;20;974,5;38,8;34,8;201,4;-61,2;990,5;-5740,0;-420,0;420,0;6,4;25,5;-100,0;4,19;0,04
'05/08/2022 14:10:44;37,6;20;974,5;38,9;34,9;143,4;-68,1;998,8;5600,0;3010,0;-980,0;6,4;26,1;-100,0;4,19;0,04
'05/08/2022 14:10:45;37,6;20;974,5;38,9;34,8;104,8;-46,5;1006,3;1330,0;-5460,0;-3850,0;6,4;26,3;-100,0;4,19;0,04
'05/08/2022 14:10:46;37,6;20;974,5;38,8;34,8;72,9;-4,1;1004,8;4060,0;350,0;2520,0;6,3;26,2;-100,0;4,19;0,04
'05/08/2022 14:10:47;37,6;20;974,4;38,8;34,9;50,3;-6,2;1012,1;7560,0;1120,0;-3290,0;6,3;26,2;-100,0;4,19;0,04
'05/08/2022 14:10:48;37,6;20;974,6;38,9;34,8;9,4;-16,2;1011,5;-1820,0;2100,0;2730,0;6,4;25,0;-100,0;4,19;0,04
'05/08/2022 14:10:49;37,6;20;974,6;38,9;34,8;-25,2;-38,0;1009,0;1960,0;8330,0;4760,0;6,3;25,2;-100,0;4,19;0,04
'05/08/2022 14:10:50;37,6;21;974,5;38,8;34,8;-44,1;-42,0;1009,9;-1190,0;-1540,0;-10430,0;6,4;25,5;-100,0;4,19;0,04
'05/08/2022 14:10:51;37,6;21;974,5;38,8;34,8;-16,4;-32,7;1010,5;-5810,0;2660,0;-1890,0;6,4;25,4;-100,0;4,19;0,04
'05/08/2022 14:10:51;37,6;21;974,5;38,9;34,9;0,4;-44,5;1012,0;2310,0;-2450,0;1400,0;6,5;26,3;-100,0;4,19;0,04
'05/08/2022 14:10:52;37,6;21;974,5;38,8;34,8;19,9;-41,6;1011,6;0,0;770,0;3150,0;6,5;26,4;-100,0;4,19;0,04
'05/08/2022 14:10:53;37,5;21;974,5;38,8;34,8;33,9;-31,7;1010,0;560,0;8120,0;2590,0;6,6;26,7;-100,0;4,19;0,04
'05/08/2022 14:10:54;37,5;21;974,5;38,8;34,8;4,5;-13,6;1010,5;4550,0;-11550,0;-4550,0;6,6;26,7;-100,0;4,19;0,04
'05/08/2022 14:10:55;37,5;21;974,5;38,9;34,8;-15,3;6,7;1011,3;1470,0;-3990,0;7560,0;6,7;27,7;-100,0;4,19;0,04
'05/08/2022 14:10:56;37,5;21;974,3;38,8;34,8;-24,3;17,1;1010,7;1190,0;2870,0;-910,0;6,7;27,7;-100,0;4,19;0,04
'05/08/2022 14:10:57;37,5;21;974,5;38,9;34,8;-29,9;11,7;1013,1;6440,0;3780,0;2100,0;6,7;27,8;-100,0;4,19;0,04
'05/08/2022 14:10:58;37,5;20;974,4;38,9;34,8;-30,4;17,9;1012,9;7070,0;2380,0;4060,0;6,8;27,3;-100,0;4,19;0,04
'05/08/2022 14:10:59;37,6;20;974,5;38,9;34,8;-32,5;24,2;1012,7;-5950,0;-1960,0;-3710,0;6,7;28,0;-100,0;4,19;0,04
'05/08/2022 14:11:00;37,5;20;974,5;38,9;34,8;-27,8;37,9;1011,1;-280,0;2310,0;-1750,0;6,7;29,1;-100,0;4,19;0,04
'05/08/2022 14:11:01;37,5;20;974,5;38,9;34,8;-34,8;45,8;1012,1;0,0;-3710,0;11480,0;6,7;28,5;-100,0;4,19;0,04
'05/08/2022 14:11:02;37,6;20;974,5;38,9;34,8;-34,4;40,1;1014,1;4550,0;2310,0;-18130,0;6,8;28,5;-100,0;4,19;0,04
'05/08/2022 14:11:03;37,5;20;974,4;38,9;34,8;-38,7;33,2;1011,6;5180,0;4410,0;14070,0;6,7;27,6;-100,0;4,19;0,04
'05/08/2022 14:11:03;37,6;20;974,5;38,9;34,8;-25,2;28,6;1012,4;560,0;-1750,0;-1470,0;6,8;27,6;-100,0;4,19;0,04
'05/08/2022 14:11:04;37,6;20;974,5;38,9;34,8;-34,7;28,4;1011,7;70,0;2660,0;-1610,0;6,8;28,2;-100,0;4,19;0,04
'05/08/2022 14:11:05;37,5;20;974,5;38,9;34,8;-59,9;41,1;1009,9;420,0;-4480,0;-6370,0;6,9;27,9;-100,0;4,19;0,04
'05/08/2022 14:11:06;37,5;20;974,5;38,9;34,8;-77,3;41,5;1009,2;-6020,0;9450,0;16030,0;6,8;28,5;-100,0;4,19;0,04
'05/08/2022 14:11:07;37,5;20;974,4;38,9;34,8;-98,3;53,2;1008,5;490,0;-2240,0;-19460,0;6,9;28,6;-100,0;4,19;0,04
'05/08/2022 14:11:08;37,5;20;974,6;38,9;34,8;-106,0;49,5;1004,7;-1260,0;2870,0;5040,0;6,9;28,8;-100,0;4,19;0,04
'05/08/2022 14:11:09;37,5;20;974,5;38,9;34,9;-107,5;45,2;1005,6;1680,0;2660,0;3080,0;7,0;29,0;-100,0;4,19;0,04
'05/08/2022 14:11:10;37,5;20;974,4;38,9;34,8;-104,7;34,0;1007,9;0,0;-3640,0;-2520,0;6,9;28,9;-100,0;4,19;0,04
'05/08/2022 14:11:11;37,6;20;974,6;38,9;34,8;-77,3;32,6;1009,0;490,0;2450,0;1610,0;6,9;27,5;-100,0;4,19;0,04
'05/08/2022 14:11:12;37,6;21;974,5;38,9;34,9;-67,3;21,6;1011,1;770,0;-2100,0;0,0;6,9;27,2;-100,0;4,19;0,04
'05/08/2022 14:11:13;37,6;21;974,4;38,9;34,8;-73,8;14,3;1015,6;3710,0;6160,0;9520,0;7,0;27,3;-100,0;4,19;0,04
'05/08/2022 14:11:14;37,6;21;974,6;38,9;34,8;-86,5;17,5;1004,6;-980,0;-2800,0;-6860,0;7,1;28,4;-100,0;4,19;0,04
'05/08/2022 14:11:15;37,6;20;974,5;38,9;34,8;-67,3;21,7;1009,1;-6930,0;-70,0;-7350,0;7,0;28,3;-100,0;4,19;0,04
'05/08/2022 14:11:15;37,6;20;974,5;38,9;34,8;-35,3;14,6;1012,9;-630,0;1960,0;3010,0;7,0;28,3;-100,0;4,19;0,04
'05/08/2022 14:11:16;37,6;20;974,5;38,9;34,8;-39,9;13,7;1014,1;-18200,0;6440,0;-4270,0;7,1;27,6;-100,0;4,19;0,04
'05/08/2022 14:11:17;37,6;20;974,5;38,9;34,8;-97,4;-101,6;987,7;7140,0;-6300,0;-17360,0;7,1;27,2;-100,0;4,19;0,04
'05/08/2022 14:11:18;37,6;20;974,4;38,9;34,9;-45,9;-141,2;995,4;-1400,0;-4340,0;-4410,0;7,0;27,3;-100,0;4,19;0,04
'05/08/2022 14:11:19;37,6;20;974,5;38,9;34,9;-112,5;-47,9;992,1;-21840,0;-37100,0;-1190,0;7,1;26,6;-100,0;4,19;0,04
'05/08/2022 14:11:20;37,6;20;974,5;39,0;34,9;-82,9;-175,1;981,6;-14770,0;-5950,0;-17500,0;7,1;27,2;-100,0;4,19;0,04
'05/08/2022 14:11:21;37,6;20;974,5;39,0;34,9;8,0;-385,5;908,1;24430,0;-10430,0;49280,0;7,0;27,5;-100,0;4,19;0,04
'05/08/2022 14:11:22;37,6;20;974,5;39,0;35,0;-73,9;-149,7;938,6;-1890,0;28350,0;-44590,0;7,3;30,5;-100,0;4,19;0,04
'05/08/2022 14:11:23;37,6;20;974,5;39,0;35,0;-73,9;-149,7;938,6;-1890,0;28350,0;-44590,0;7,3;30,0;-100,0;4,19;0,04
