

New start of logging. Datetime: 2022.05.08_004113 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'05/08/2022 00:41:35;25,1;46;970,9;26,1;21,6;-10,5;2,8;1013,1;0,0;0,0;0,0;12,6;45,6;-100,0;4,25;0,02
'05/08/2022 00:41:36;25,1;46;970,8;26,1;21,6;-10,6;2,8;1013,3;0,0;0,0;0,0;12,6;46,0;-100,0;4,25;0,02
'05/08/2022 00:41:36;25,1;46;970,9;26,2;21,6;-10,6;2,8;1013,3;-140,0;-70,0;-70,0;12,5;45,7;-100,0;4,25;0,02
'05/08/2022 00:41:37;25,1;46;970,9;26,2;21,7;-10,2;2,6;1013,4;0,0;0,0;0,0;12,5;45,3;-100,0;4,25;0,02
'05/08/2022 00:41:38;25,1;47;970,9;26,2;21,7;-10,0;2,4;1013,4;-70,0;-70,0;0,0;12,4;45,0;-100,0;4,25;0,02
'05/08/2022 00:41:39;25,1;47;970,8;26,2;21,7;-9,8;2,3;1013,3;-70,0;0,0;0,0;12,4;45,2;-100,0;4,25;0,02
'05/08/2022 00:41:40;25,1;47;970,9;26,2;21,7;-9,6;2,0;1013,3;-70,0;-70,0;0,0;12,4;45,2;-100,0;4,25;0,02
'05/08/2022 00:41:41;25,1;47;970,8;26,2;21,7;-9,6;2,0;1013,3;210,0;140,0;0,0;12,6;46,1;-100,0;4,25;0,02
'05/08/2022 00:41:42;25,1;47;971,0;26,2;21,7;-9,4;1,8;1013,4;-280,0;-140,0;-70,0;12,7;46,3;-100,0;4,25;0,02
'05/08/2022 00:41:43;25,1;47;970,8;26,2;21,8;-9,6;1,9;1013,3;-350,0;-210,0;-70,0;12,7;46,7;-100,0;4,25;0,02
'05/08/2022 00:41:44;25,2;47;970,9;26,2;21,8;-9,6;2,0;1013,3;0,0;0,0;0,0;12,8;47,1;-100,0;4,25;0,02
'05/08/2022 00:41:45;25,2;47;970,9;26,3;21,8;-9,7;2,1;1013,3;70,0;0,0;0,0;12,9;47,5;-100,0;4,25;0,02
'05/08/2022 00:41:46;25,2;47;970,9;26,3;21,8;-9,3;1,6;1013,3;280,0;140,0;0,0;12,9;47,0;-100,0;4,25;0,02
'05/08/2022 00:41:47;25,2;47;970,9;26,3;21,8;-7,8;-0,5;1013,3;630,0;420,0;0,0;12,8;46,6;-100,0;4,25;0,02
'05/08/2022 00:41:48;25,2;47;970,9;26,3;21,8;-8,8;1,0;1013,4;-140,0;-70,0;0,0;12,9;46,6;-100,0;4,25;0,02
'05/08/2022 00:41:48;25,2;47;971,0;26,3;21,8;-9,3;1,6;1013,5;0,0;0,0;0,0;12,9;46,1;-100,0;4,25;0,02
'05/08/2022 00:41:49;25,2;47;971,0;26,3;21,9;-9,5;1,9;1013,5;0,0;0,0;0,0;12,8;44,9;-100,0;4,25;0,02
'05/08/2022 00:41:50;25,2;47;970,9;26,3;21,8;-9,6;2,2;1013,5;-70,0;-140,0;0,0;12,7;44,6;-100,0;4,25;0,02
'05/08/2022 00:41:51;25,3;47;970,9;26,4;21,9;-9,8;2,4;1013,4;-140,0;-140,0;0,0;12,7;44,0;-100,0;4,25;0,02
'05/08/2022 00:41:52;25,3;47;970,9;26,4;21,9;-9,8;2,3;1013,3;0,0;0,0;0,0;12,9;44,6;-100,0;4,25;0,02
'05/08/2022 00:41:53;25,3;47;970,9;26,4;21,9;-10,1;2,8;1013,2;-350,0;-210,0;0,0;12,7;43,0;-100,0;4,25;0,02
'05/08/2022 00:41:54;25,3;47;970,9;26,4;21,9;-10,4;3,4;1013,3;-1610,0;-910,0;630,0;12,5;42,8;-100,0;4,25;0,02
'05/08/2022 00:41:55;25,3;47;970,9;26,4;21,9;-9,8;1,5;1013,3;-140,0;-70,0;1820,0;12,5;43,1;-100,0;4,25;0,02
'05/08/2022 00:41:56;25,3;47;970,8;26,4;21,9;-10,2;1,9;1013,3;-70,0;-70,0;350,0;12,6;43,3;-100,0;4,25;0,02
'05/08/2022 00:41:57;25,3;47;970,9;26,5;21,9;-10,2;2,0;1013,1;0,0;0,0;0,0;12,5;44,1;-100,0;4,25;0,02
'05/08/2022 00:41:58;25,3;47;970,9;26,5;21,9;-10,2;2,0;1013,1;0,0;0,0;0,0;12,3;43,4;-100,0;4,25;0,02
'05/08/2022 00:41:59;25,3;47;971,0;26,5;21,9;-10,4;2,0;1013,0;0,0;0,0;0,0;12,5;44,0;-100,0;4,25;0,02
'05/08/2022 00:42:00;25,4;47;971,0;26,5;22,0;-10,6;2,1;1012,9;-280,0;-210,0;0,0;12,4;44,0;-100,0;4,25;0,02
'05/08/2022 00:42:00;25,4;47;970,8;26,5;22,0;-10,6;2,1;1012,9;0,0;0,0;0,0;12,4;44,0;-100,0;4,25;0,02
'05/08/2022 00:42:01;25,4;47;970,8;26,5;22,0;-10,6;2,0;1013,0;0,0;0,0;0,0;12,4;45,1;-100,0;4,25;0,02
'05/08/2022 00:42:02;25,4;47;970,8;26,5;22,0;-10,6;2,0;1012,7;0,0;0,0;0,0;12,4;45,6;-100,0;4,25;0,02
'05/08/2022 00:42:03;25,4;47;970,9;26,5;22,0;-10,6;2,0;1012,4;-70,0;0,0;0,0;12,4;45,3;-100,0;4,25;0,02
'05/08/2022 00:42:04;25,4;47;970,9;26,5;22,0;-10,4;2,2;1012,4;0,0;0,0;0,0;12,4;45,3;-100,0;4,25;0,02
'05/08/2022 00:42:05;25,4;47;970,9;26,5;22,1;-10,2;2,3;1012,4;0,0;0,0;0,0;12,6;46,8;-100,0;4,25;0,02
'05/08/2022 00:42:06;25,4;47;970,8;26,5;22,1;-10,2;2,4;1012,5;-70,0;-70,0;0,0;12,6;47,5;-100,0;4,25;0,02
'05/08/2022 00:42:07;25,5;46;970,9;26,6;22,1;-10,2;2,4;1012,7;0,0;0,0;0,0;12,6;47,1;-100,0;4,25;0,02
'05/08/2022 00:42:08;25,5;47;970,8;26,6;22,1;-10,1;2,4;1012,8;0,0;0,0;0,0;12,6;46,4;-100,0;4,25;0,02
'05/08/2022 00:42:09;25,5;47;970,8;26,6;22,1;-10,1;2,4;1012,5;0,0;0,0;0,0;12,6;46,2;-100,0;4,25;0,02
'05/08/2022 00:42:10;25,5;47;970,9;26,6;22,1;-10,2;2,4;1012,4;0,0;0,0;0,0;12,5;45,5;-100,0;4,25;0,02
'05/08/2022 00:42:11;25,5;46;970,8;26,6;22,1;-10,2;2,4;1012,4;0,0;0,0;0,0;12,4;45,6;-100,0;4,25;0,02
'05/08/2022 00:42:12;25,5;46;970,9;26,6;22,2;-10,2;2,4;1012,5;0,0;0,0;0,0;12,6;45,8;-100,0;4,25;0,02
'05/08/2022 00:42:13;25,5;46;970,8;26,6;22,1;-10,4;2,4;1012,4;0,0;0,0;0,0;12,5;44,9;-100,0;4,25;0,02
'05/08/2022 00:42:13;25,5;46;970,8;26,6;22,1;-10,4;2,4;1012,2;-70,0;0,0;0,0;12,4;43,8;-100,0;4,25;0,02
'05/08/2022 00:42:14;25,5;46;970,7;26,6;22,1;-10,4;2,5;1012,2;0,0;0,0;-70,0;12,4;44,2;-100,0;4,25;0,02
'05/08/2022 00:42:15;25,5;46;971,1;26,6;22,1;-10,2;2,5;1012,2;0,0;0,0;0,0;12,5;44,5;-100,0;4,25;0,02
'05/08/2022 00:42:16;25,6;46;971,0;26,6;22,2;-10,2;2,5;1012,2;0,0;0,0;0,0;12,4;43,9;-100,0;4,25;0,02
'05/08/2022 00:42:17;25,6;46;971,0;26,7;22,2;-10,3;2,6;1012,2;0,0;-70,0;0,0;12,4;44,3;-100,0;4,25;0,02
'05/08/2022 00:42:18;25,6;46;970,9;26,7;22,2;-9,8;1,8;1012,4;140,0;70,0;-3920,0;12,4;45,1;-100,0;4,25;0,02
'05/08/2022 00:42:19;25,6;46;970,9;26,7;22,2;-10,2;2,9;1012,7;-140,0;-70,0;140,0;12,7;45,8;-100,0;4,25;0,02
'05/08/2022 00:42:20;25,6;46;970,9;26,7;22,2;-10,1;2,7;1012,8;-210,0;-140,0;-770,0;12,6;45,0;-100,0;4,25;0,02
'05/08/2022 00:42:21;25,6;46;970,8;26,7;22,2;-9,9;2,5;1012,5;0,0;0,0;-140,0;12,6;45,6;-100,0;4,25;0,02
'05/08/2022 00:42:22;25,6;46;970,9;26,7;22,2;-10,0;2,4;1012,0;0,0;0,0;0,0;12,6;46,4;-100,0;4,25;0,02
'05/08/2022 00:42:23;25,6;46;970,9;26,7;22,2;-10,0;2,4;1011,7;0,0;0,0;-70,0;12,7;46,3;-100,0;4,25;0,02
'05/08/2022 00:42:24;25,6;46;970,9;26,7;22,2;-10,0;2,4;1011,7;0,0;0,0;0,0;12,6;45,8;-100,0;4,25;0,02
'05/08/2022 00:42:25;25,6;46;970,8;26,7;22,2;-10,2;2,6;1011,8;70,0;0,0;0,0;12,5;45,2;-100,0;4,25;0,02
'05/08/2022 00:42:25;25,6;46;970,9;26,7;22,3;-6,0;-4,1;1012,2;5250,0;3220,0;-140,0;12,5;44,9;-100,0;4,25;0,02
'05/08/2022 00:42:26;25,6;46;970,9;26,7;22,3;-8,2;0,1;1012,2;-1050,0;-630,0;-2100,0;12,5;44,9;-100,0;4,25;0,02
'05/08/2022 00:42:27;25,7;46;970,8;26,7;22,3;-8,9;1,3;1012,2;-140,0;-140,0;-420,0;12,3;45,0;-100,0;4,25;0,02
'05/08/2022 00:42:28;25,7;46;970,8;26,7;22,3;-9,3;2,0;1011,9;-140,0;-70,0;-70,0;12,4;44,4;-100,0;4,25;0,02
'05/08/2022 00:42:29;25,7;46;971,0;26,7;22,2;-10,0;2,9;1011,8;-70,0;0,0;-70,0;12,4;44,9;-100,0;4,25;0,02
'05/08/2022 00:42:30;25,7;46;970,9;26,7;22,3;-10,3;3,4;1011,4;-70,0;0,0;-70,0;12,5;45,0;-100,0;4,25;0,02
'05/08/2022 00:42:31;25,7;46;970,9;26,7;22,3;-10,4;3,5;1011,4;0,0;0,0;0,0;12,6;45,1;-100,0;4,25;0,02
'05/08/2022 00:42:32;25,7;45;970,8;26,7;22,3;-10,4;3,7;1011,6;0,0;0,0;0,0;12,6;44,2;-100,0;4,25;0,02
'05/08/2022 00:42:33;25,7;45;971,0;26,7;22,3;-10,5;3,8;1011,6;0,0;0,0;-70,0;12,6;43,7;-100,0;4,24;0,03
'05/08/2022 00:42:34;25,7;45;970,9;26,7;22,3;-10,6;3,8;1011,5;0,0;0,0;0,0;12,7;42,8;-100,0;4,25;0,02
'05/08/2022 00:42:35;25,7;45;970,9;26,7;22,3;-10,6;3,8;1011,4;0,0;0,0;0,0;12,7;43,2;-100,0;4,25;0,02
'05/08/2022 00:42:36;25,7;45;970,9;26,7;22,3;-10,6;3,8;1011,4;0,0;0,0;0,0;12,8;43,4;-100,0;4,25;0,02
'05/08/2022 00:42:37;25,7;45;970,9;26,7;22,3;-10,5;3,7;1011,3;0,0;0,0;0,0;12,8;43,7;-100,0;4,25;0,02
'05/08/2022 00:42:37;25,7;45;970,8;26,7;22,3;-10,5;3,7;1011,3;0,0;0,0;0,0;12,9;44,6;-100,0;4,25;0,02
'05/08/2022 00:42:38;25,7;45;970,9;26,7;22,3;-10,5;3,7;1011,3;0,0;0,0;0,0;13,0;44,3;-100,0;4,25;0,02
'05/08/2022 00:42:39;25,7;45;970,9;26,7;22,2;-10,6;3,7;1011,2;0,0;0,0;0,0;12,8;44,6;-100,0;4,25;0,02
'05/08/2022 00:42:40;25,7;45;970,8;26,7;22,3;-10,4;3,7;1011,2;0,0;0,0;0,0;12,8;44,8;-100,0;4,25;0,02
'05/08/2022 00:42:41;25,7;45;970,8;26,7;22,3;-9,2;2,1;1011,3;-210,0;-140,0;0,0;12,9;44,7;-100,0;4,25;0,02
'05/08/2022 00:42:42;25,7;45;970,8;26,8;22,3;-9,6;2,1;1011,5;630,0;490,0;560,0;12,9;44,5;-100,0;4,25;0,02
'05/08/2022 00:42:43;25,7;45;970,9;26,8;22,3;-10,0;3,2;1011,6;-70,0;0,0;-560,0;12,9;44,4;-100,0;4,25;0,02
'05/08/2022 00:42:44;25,7;45;970,9;26,8;22,3;-10,0;3,2;1011,6;-70,0;0,0;-560,0;12,9;44,3;-100,0;4,25;0,02
'05/08/2022 00:42:45;25,7;45;970,8;26,8;22,3;-10,2;3,6;1011,7;-70,0;0,0;-140,0;13,0;45,0;-100,0;4,25;0,02
'05/08/2022 00:42:46;25,7;45;971,0;26,8;22,3;-10,4;3,7;1011,6;0,0;0,0;0,0;13,0;44,7;-100,0;4,25;0,02
'05/08/2022 00:42:47;25,7;45;970,9;26,8;22,3;-10,5;3,8;1011,6;0,0;0,0;0,0;12,8;44,1;-100,0;4,25;0,02
'05/08/2022 00:42:48;25,7;45;970,9;26,8;22,4;-10,7;3,8;1011,5;0,0;0,0;0,0;12,8;44,6;-100,0;4,25;0,02
'05/08/2022 00:42:49;25,7;45;970,7;26,8;22,3;-11,0;3,7;1011,3;0,0;0,0;0,0;12,7;43,7;-100,0;4,25;0,02
'05/08/2022 00:42:50;25,7;45;970,7;26,8;22,4;-11,2;3,6;1011,3;0,0;0,0;0,0;12,8;43,7;-100,0;4,25;0,02
'05/08/2022 00:42:50;25,7;45;970,8;26,8;22,4;-11,2;3,6;1011,6;-210,0;-210,0;0,0;12,8;44,3;-100,0;4,25;0,02
'05/08/2022 00:42:51;25,7;45;970,9;26,8;22,4;-8,6;-0,5;1011,8;210,0;70,0;0,0;12,7;44,9;-100,0;4,25;0,02
'05/08/2022 00:42:52;25,7;45;970,9;26,8;22,4;-6,7;-3,3;1011,6;140,0;70,0;140,0;12,7;44,6;-100,0;4,25;0,02
'05/08/2022 00:42:53;25,7;45;970,9;26,8;22,4;-5,7;-4,7;1011,3;-70,0;-70,0;0,0;12,7;43,8;-100,0;4,25;0,02
'05/08/2022 00:42:54;25,7;45;970,9;26,8;22,3;-7,4;-2,1;1011,0;-420,0;-280,0;-70,0;12,8;43,7;-100,0;4,25;0,02
'05/08/2022 00:42:55;25,7;45;970,8;26,8;22,4;-9,5;1,0;1011,1;-350,0;-70,0;0,0;12,8;43,1;-100,0;4,25;0,02
'05/08/2022 00:42:56;25,7;45;970,9;26,8;22,4;-9,0;-2,2;1011,3;140,0;0,0;0,0;12,8;43,2;-100,0;4,25;0,02
'05/08/2022 00:42:57;25,8;45;970,8;26,8;22,4;-10,0;0,1;1011,4;-280,0;-70,0;0,0;12,7;42,4;-100,0;4,25;0,02
'05/08/2022 00:42:58;25,8;45;970,8;26,8;22,4;-10,9;2,1;1011,4;0,0;-70,0;0,0;12,5;40,4;-100,0;4,25;0,02
'05/08/2022 00:42:59;25,8;45;970,8;26,8;22,4;-13,6;0,4;1010,5;-4060,0;-12670,0;-42280,0;12,5;40,6;-100,0;4,25;0,02
'05/08/2022 00:43:00;25,8;45;970,9;26,8;22,4;-11,5;3,2;1010,5;0,0;-280,0;4200,0;12,5;41,9;-100,0;4,25;0,02
'05/08/2022 00:43:01;25,8;45;971,0;26,9;22,4;-13,3;3,5;1011,0;-70,0;-350,0;770,0;12,3;40,6;-100,0;4,25;0,02
'05/08/2022 00:43:02;25,8;45;970,8;26,9;22,4;-13,1;3,7;1011,0;-630,0;630,0;5180,0;12,2;41,2;-100,0;4,25;0,02
'05/08/2022 00:43:02;25,8;44;970,8;26,9;22,4;-11,8;1,1;1011,1;-70,0;-70,0;19880,0;12,3;41,2;-100,0;4,25;0,02
'05/08/2022 00:43:03;25,8;45;970,8;26,9;22,4;-12,7;7,1;1011,4;1400,0;700,0;48510,0;12,2;41,1;-100,0;4,25;0,02
'05/08/2022 00:43:04;25,8;45;970,8;26,9;22,4;-5,3;-0,9;1011,7;0,0;70,0;-45220,0;12,1;40,3;-100,0;4,25;0,02
'05/08/2022 00:43:05;25,8;45;970,9;26,9;22,5;-4,9;-1,9;1012,2;-140,0;-70,0;-2940,0;12,1;39,8;-100,0;4,25;0,02
'05/08/2022 00:43:06;25,8;45;970,9;27,0;22,5;-2,4;-4,0;1012,5;-1050,0;-630,0;-2450,0;12,3;40,0;-100,0;4,25;0,02
'05/08/2022 00:43:07;25,8;45;970,8;27,0;22,5;-2,6;-4,1;1012,5;-70,0;0,0;350,0;12,4;39,3;-100,0;4,25;0,02
'05/08/2022 00:43:08;25,8;45;970,8;27,0;22,5;-3,0;-4,3;1012,5;-70,0;0,0;-210,0;12,6;39,9;-100,0;4,25;0,02
'05/08/2022 00:43:09;25,9;45;970,8;27,0;22,6;-3,5;-4,3;1012,5;0,0;0,0;70,0;12,5;39,6;-100,0;4,25;0,02
'05/08/2022 00:43:10;25,9;45;970,8;27,0;22,5;-3,6;-4,2;1012,6;70,0;70,0;70,0;12,5;39,8;-100,0;4,25;0,02
'05/08/2022 00:43:11;25,9;45;971,0;27,0;22,6;-3,5;-3,4;1012,7;-70,0;-70,0;490,0;12,5;40,1;-100,0;4,24;0,02
'05/08/2022 00:43:12;25,9;45;970,9;27,1;22,6;-3,6;-2,9;1012,6;0,0;-70,0;70,0;12,5;41,9;-100,0;4,25;0,02
'05/08/2022 00:43:13;25,9;45;971,0;27,1;22,6;-3,5;-2,5;1012,5;-70,0;70,0;-1190,0;12,6;42,3;-100,0;4,25;0,02
'05/08/2022 00:43:14;25,9;45;970,8;27,1;22,6;-3,3;-2,2;1012,5;-70,0;0,0;70,0;12,5;41,6;-100,0;4,25;0,02
'05/08/2022 00:43:14;26,0;45;970,9;27,1;22,7;-3,7;-2,2;1012,6;0,0;-70,0;140,0;12,6;42,2;-100,0;4,24;0,02
'05/08/2022 00:43:15;26,0;45;970,8;27,1;22,7;-4,1;-1,8;1012,7;0,0;-70,0;0,0;12,6;41,8;-100,0;4,25;0,02
'05/08/2022 00:43:16;26,0;45;970,9;27,2;22,7;-4,1;-1,8;1012,4;0,0;0,0;0,0;12,7;42,4;-100,0;4,25;0,02
'05/08/2022 00:43:17;26,0;44;970,9;27,2;22,7;-3,7;-2,2;1012,2;0,0;0,0;0,0;12,6;42,3;-100,0;4,25;0,02
'05/08/2022 00:43:18;26,0;44;970,8;27,2;22,7;-3,4;-2,6;1012,2;70,0;70,0;-280,0;12,7;41,7;-100,0;4,24;0,02
'05/08/2022 00:43:19;26,0;44;970,9;27,2;22,8;-3,2;-2,7;1012,3;0,0;0,0;-210,0;12,7;41,2;-100,0;4,25;0,02
'05/08/2022 00:43:20;26,1;44;970,9;27,2;22,8;-3,0;-2,6;1012,3;0,0;0,0;-350,0;12,8;41,5;-100,0;4,25;0,02
'05/08/2022 00:43:21;26,1;44;970,8;27,2;22,8;-3,0;-2,5;1012,4;0,0;0,0;0,0;12,8;43,4;-100,0;4,25;0,02
'05/08/2022 00:43:22;26,1;44;970,7;27,3;22,8;-3,0;-2,5;1012,5;0,0;0,0;0,0;12,8;43,3;-100,0;4,24;0,02
'05/08/2022 00:43:23;26,1;44;970,8;27,3;22,8;-3,1;-2,4;1012,4;0,0;0,0;0,0;12,9;44,2;-100,0;4,25;0,02
'05/08/2022 00:43:24;26,1;44;970,9;27,3;22,8;-3,1;-2,4;1012,4;0,0;0,0;0,0;12,9;44,9;-100,0;4,24;0,02
'05/08/2022 00:43:25;26,1;44;970,8;27,3;22,8;-3,1;-2,4;1012,5;-70,0;0,0;0,0;12,9;45,0;-100,0;4,25;0,02
'05/08/2022 00:43:26;26,1;44;970,9;27,3;22,9;-3,2;-2,4;1012,5;0,0;0,0;0,0;13,0;45,6;-100,0;4,24;0,02
'05/08/2022 00:43:27;26,2;44;970,9;27,3;22,9;-3,2;-2,5;1012,4;-70,0;0,0;0,0;13,0;45,4;-100,0;4,24;0,02
'05/08/2022 00:43:27;26,2;44;970,9;27,4;22,9;-3,1;-2,6;1012,5;0,0;0,0;0,0;13,1;45,0;-100,0;4,24;0,02
'05/08/2022 00:43:28;26,2;43;970,9;27,4;22,9;-3,1;-2,4;1012,5;0,0;0,0;140,0;13,1;44,8;-100,0;4,24;0,02
'05/08/2022 00:43:29;26,2;43;970,8;27,4;22,9;-3,0;-2,3;1012,4;0,0;0,0;140,0;13,2;44,4;-100,0;4,24;0,02
'05/08/2022 00:43:30;26,2;43;970,8;27,4;22,9;-3,0;-2,3;1012,4;0,0;0,0;140,0;13,1;44,4;-100,0;4,24;0,02
'05/08/2022 00:43:31;26,2;43;970,9;27,4;22,9;-3,1;-2,3;1012,4;0,0;0,0;0,0;13,1;44,6;-100,0;4,24;0,02
'05/08/2022 00:43:32;26,2;43;970,8;27,4;22,9;-3,1;-2,3;1012,4;0,0;0,0;0,0;13,1;45,2;-100,0;4,24;0,02
'05/08/2022 00:43:33;26,2;43;970,9;27,4;23,0;-3,2;-2,2;1012,2;-70,0;0,0;0,0;13,0;45,6;-100,0;4,24;0,02
'05/08/2022 00:43:34;26,3;43;970,8;27,4;23,0;-3,0;-2,3;1012,2;-70,0;-70,0;-1960,0;12,7;44,7;-100,0;4,24;0,02
'05/08/2022 00:43:35;26,3;43;971,0;27,4;23,0;-3,2;-2,3;1012,3;0,0;0,0;350,0;12,9;44,5;-100,0;4,24;0,02
'05/08/2022 00:43:36;26,3;43;970,8;27,5;23,0;-3,2;-2,3;1012,3;0,0;0,0;70,0;12,7;43,9;-100,0;4,24;0,02
'05/08/2022 00:43:37;26,3;43;970,7;27,5;23,1;-3,2;-2,4;1012,3;0,0;0,0;0,0;12,6;43,8;-100,0;4,24;0,02
'05/08/2022 00:43:38;26,3;43;971,0;27,5;23,0;-3,2;-2,6;1012,2;0,0;0,0;0,0;12,6;43,6;-100,0;4,24;0,02
'05/08/2022 00:43:39;26,3;43;970,8;27,5;23,0;-3,1;-2,6;1012,4;-70,0;-70,0;0,0;12,6;43,2;-100,0;4,24;0,02
'05/08/2022 00:43:39;26,3;43;970,9;27,5;23,1;-3,1;-2,6;1012,5;0,0;-70,0;0,0;12,5;42,6;-100,0;4,24;0,02
'05/08/2022 00:43:40;26,4;43;971,0;27,6;23,1;-3,2;-2,6;1012,5;0,0;0,0;0,0;12,4;42,3;-100,0;4,24;0,02
'05/08/2022 00:43:41;26,4;43;970,8;27,6;23,1;-3,3;-2,5;1012,7;0,0;0,0;-70,0;12,4;42,9;-100,0;4,24;0,02
'05/08/2022 00:43:42;26,4;43;971,0;27,6;23,1;-3,2;-2,6;1012,7;0,0;0,0;0,0;12,3;42,6;-100,0;4,24;0,02
'05/08/2022 00:43:43;26,4;43;970,9;27,6;23,2;-3,2;-2,6;1012,7;0,0;0,0;0,0;12,3;43,0;-100,0;4,24;0,02
'05/08/2022 00:43:44;26,4;43;971,0;27,6;23,1;-3,0;-2,7;1012,6;0,0;0,0;0,0;12,2;42,1;-100,0;4,24;0,02
'05/08/2022 00:43:45;26,4;43;971,0;27,6;23,2;-3,0;-2,7;1012,6;0,0;0,0;-70,0;12,2;41,4;-100,0;4,24;0,02
'05/08/2022 00:43:46;26,4;43;970,9;27,6;23,2;-3,0;-2,6;1012,7;0,0;0,0;0,0;12,2;41,2;-100,0;4,24;0,02
'05/08/2022 00:43:47;26,4;43;970,8;27,7;23,3;-2,9;-2,6;1012,9;0,0;0,0;0,0;12,3;41,8;-100,0;4,24;0,02
'05/08/2022 00:43:48;26,5;43;970,8;27,7;23,2;-2,9;-2,6;1013,0;0,0;0,0;0,0;12,1;41,4;-100,0;4,24;0,02
'05/08/2022 00:43:49;26,5;43;971,0;27,7;23,2;-3,0;-2,6;1012,8;0,0;-70,0;-70,0;12,1;41,8;-100,0;4,24;0,02
