

New start of logging. Datetime: 2022.05.10_004027 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'05/10/2022 00:41:49;24,0;46;972,3;25,0;20,4;-129,9;-993,0;-134,8;0,0;0,0;0,0;3,8;9,3;-100,0;2,98;0,02
'05/10/2022 00:41:50;24,0;46;972,5;25,0;20,4;-129,9;-992,9;-134,6;0,0;0,0;0,0;3,9;9,4;-100,0;2,98;0,02
'05/10/2022 00:41:51;24,0;46;972,3;25,0;20,4;-129,9;-993,0;-135,2;0,0;0,0;0,0;4,0;9,7;-100,0;2,98;0,02
'05/10/2022 00:41:52;24,0;46;972,4;25,0;20,4;-129,9;-993,0;-135,3;0,0;0,0;0,0;4,0;9,5;-100,0;2,98;0,02
'05/10/2022 00:41:53;24,1;46;972,4;25,0;20,4;-129,9;-993,0;-135,2;0,0;0,0;0,0;3,9;9,4;-100,0;2,98;0,02
'05/10/2022 00:41:53;24,1;46;972,4;25,1;20,4;-129,9;-992,9;-134,9;0,0;0,0;0,0;4,0;9,6;-100,0;2,98;0,02
'05/10/2022 00:41:54;24,1;46;972,4;25,1;20,4;-129,9;-992,9;-134,7;0,0;0,0;0,0;4,0;10,4;-100,0;2,98;0,02
'05/10/2022 00:41:55;24,1;46;972,3;25,1;20,4;-129,8;-992,8;-134,6;0,0;-70,0;0,0;4,0;10,3;-100,0;2,98;0,02
'05/10/2022 00:41:56;24,1;46;972,5;25,1;20,5;-129,9;-992,9;-134,9;0,0;0,0;0,0;4,0;10,2;-100,0;2,98;0,02
'05/10/2022 00:41:57;24,1;46;972,3;25,1;20,5;-129,9;-993,0;-134,4;0,0;0,0;0,0;4,1;10,6;-100,0;2,98;0,02
'05/10/2022 00:41:58;24,1;46;972,3;25,1;20,5;-129,9;-993,0;-134,4;0,0;0,0;0,0;4,1;10,8;-100,0;2,98;0,02
'05/10/2022 00:41:59;24,1;46;972,4;25,1;20,5;-129,9;-992,9;-134,2;0,0;0,0;0,0;4,1;10,7;-100,0;2,98;0,02
'05/10/2022 00:42:00;24,1;46;972,3;25,1;20,4;-129,8;-993,0;-134,9;0,0;0,0;0,0;4,1;11,3;-100,0;2,98;0,02
'05/10/2022 00:42:01;24,1;46;972,2;25,1;20,5;-129,8;-993,0;-135,0;0,0;0,0;0,0;4,0;11,2;-100,0;2,98;0,02
'05/10/2022 00:42:02;24,1;46;972,3;25,1;20,5;-129,9;-993,0;-135,2;0,0;0,0;0,0;4,0;11,2;-100,0;2,98;0,02
'05/10/2022 00:42:03;24,1;46;972,4;25,1;20,5;-129,9;-993,0;-134,7;0,0;0,0;0,0;4,1;11,4;-100,0;2,98;0,02
'05/10/2022 00:42:04;24,1;46;972,4;25,1;20,5;-129,9;-993,0;-134,8;0,0;0,0;0,0;4,0;11,2;-100,0;2,98;0,02
'05/10/2022 00:42:05;24,1;46;972,3;25,1;20,5;-129,9;-993,0;-135,2;0,0;0,0;0,0;4,0;11,6;-100,0;2,98;0,02
'05/10/2022 00:42:06;24,1;46;972,2;25,2;20,6;-129,9;-993,0;-134,6;0,0;0,0;0,0;4,1;11,7;-100,0;2,98;0,02
'05/10/2022 00:42:06;24,2;46;972,4;25,2;20,5;-129,8;-993,0;-134,1;0,0;0,0;0,0;4,0;11,6;-100,0;2,98;0,02
'05/10/2022 00:42:07;24,2;46;972,4;25,2;20,5;-129,9;-993,1;-134,3;0,0;0,0;0,0;4,0;11,5;-100,0;2,98;0,02
'05/10/2022 00:42:08;24,2;46;972,4;25,2;20,6;-129,9;-993,1;-134,7;0,0;0,0;0,0;3,9;11,4;-100,0;2,98;0,02
'05/10/2022 00:42:09;24,2;46;972,4;25,2;20,5;-129,8;-993,1;-134,6;0,0;0,0;0,0;4,0;11,6;-100,0;2,98;0,02
'05/10/2022 00:42:10;24,1;46;972,4;25,1;20,5;-129,9;-993,1;-135,8;0,0;0,0;0,0;3,9;11,5;-100,0;2,98;0,02
'05/10/2022 00:42:11;24,2;46;972,3;25,2;20,5;-129,8;-993,1;-135,5;0,0;-70,0;0,0;3,9;11,6;-100,0;2,98;0,02
'05/10/2022 00:42:12;24,2;46;972,2;25,2;20,6;-129,8;-993,1;-135,2;0,0;-70,0;0,0;3,9;11,6;-100,0;2,98;0,02
'05/10/2022 00:42:13;24,2;46;972,4;25,2;20,6;-129,9;-993,1;-134,8;0,0;0,0;0,0;3,7;11,5;-100,0;2,98;0,02
'05/10/2022 00:42:14;24,2;46;972,4;25,2;20,6;-129,8;-993,1;-134,3;0,0;0,0;0,0;3,7;11,4;-100,0;2,98;0,02
'05/10/2022 00:42:15;24,2;46;972,3;25,2;20,6;-129,9;-993,1;-134,4;0,0;0,0;0,0;3,8;11,4;-100,0;2,98;0,02
'05/10/2022 00:42:16;24,2;46;972,4;25,2;20,6;-129,9;-993,1;-135,1;0,0;0,0;0,0;3,7;11,3;-100,0;2,98;0,02
'05/10/2022 00:42:17;24,2;46;972,4;25,1;20,5;-129,8;-993,2;-136,4;0,0;0,0;0,0;3,7;11,4;-100,0;2,98;0,02
'05/10/2022 00:42:18;24,2;46;972,4;25,2;20,5;-129,9;-993,2;-136,4;0,0;0,0;0,0;3,7;11,2;-100,0;2,98;0,02
'05/10/2022 00:42:19;24,2;46;972,4;25,2;20,6;-129,9;-993,3;-136,2;0,0;0,0;0,0;3,6;11,3;-100,0;2,97;0,02
'05/10/2022 00:42:19;24,2;46;972,3;25,2;20,5;-129,9;-993,2;-135,8;0,0;0,0;0,0;3,7;10,9;-100,0;2,97;0,02
'05/10/2022 00:42:20;24,2;46;972,4;25,2;20,6;-130,0;-993,2;-135,8;0,0;0,0;0,0;3,7;10,8;-100,0;2,97;0,02
'05/10/2022 00:42:21;24,2;45;972,4;25,2;20,6;-129,9;-993,1;-135,2;0,0;0,0;0,0;3,6;10,8;-100,0;2,97;0,02
'05/10/2022 00:42:22;24,2;46;972,3;25,2;20,6;-129,8;-993,1;-134,9;0,0;0,0;0,0;3,6;10,1;-100,0;2,97;0,02
'05/10/2022 00:42:23;24,2;46;972,4;25,2;20,7;-129,8;-993,1;-134,5;0,0;0,0;0,0;3,6;10,0;-100,0;2,97;0,02
'05/10/2022 00:42:24;24,2;46;972,4;25,2;20,6;-129,8;-993,1;-135,1;0,0;0,0;0,0;3,8;10,2;-100,0;2,97;0,02
'05/10/2022 00:42:25;24,2;46;972,5;25,2;20,6;-129,8;-993,1;-135,2;0,0;0,0;0,0;3,7;10,0;-100,0;2,97;0,02
'05/10/2022 00:42:26;24,3;46;972,5;25,3;20,6;-129,8;-993,1;-134,7;0,0;0,0;0,0;3,7;9,7;-100,0;2,97;0,02
'05/10/2022 00:42:27;24,3;46;972,4;25,3;20,6;-129,8;-993,1;-134,4;0,0;-70,0;0,0;3,6;9,8;-100,0;2,97;0,02
'05/10/2022 00:42:28;24,3;46;972,4;25,3;20,7;-129,8;-993,0;-134,3;0,0;-70,0;0,0;3,6;9,1;-100,0;2,97;0,02
'05/10/2022 00:42:29;24,3;46;972,4;25,3;20,7;-129,8;-993,0;-134,4;0,0;0,0;0,0;3,7;9,2;-100,0;2,97;0,02
'05/10/2022 00:42:30;24,3;46;972,4;25,3;20,7;-129,8;-993,1;-134,7;0,0;0,0;0,0;3,7;9,2;-100,0;2,97;0,02
'05/10/2022 00:42:31;24,3;46;972,4;25,3;20,7;-129,7;-993,1;-134,7;0,0;0,0;0,0;3,7;9,1;-100,0;2,97;0,02
'05/10/2022 00:42:31;24,3;46;972,3;25,3;20,7;-129,8;-993,2;-134,8;0,0;0,0;0,0;3,8;9,2;-100,0;2,97;0,02
'05/10/2022 00:42:32;24,3;45;972,3;25,3;20,8;-129,7;-993,1;-134,8;0,0;0,0;0,0;3,8;8,8;-100,0;2,97;0,02
'05/10/2022 00:42:33;24,3;45;972,4;25,3;20,7;-129,7;-993,1;-134,2;0,0;0,0;0,0;3,8;8,9;-100,0;2,97;0,02
'05/10/2022 00:42:34;24,3;46;972,4;25,4;20,8;-129,7;-993,1;-134,0;0,0;0,0;0,0;3,8;8,9;-100,0;2,97;0,02
'05/10/2022 00:42:35;24,3;46;972,4;25,3;20,8;-129,8;-993,1;-134,0;0,0;0,0;0,0;3,8;8,9;-100,0;2,97;0,02
'05/10/2022 00:42:36;24,4;46;972,3;25,3;20,7;-129,8;-993,1;-134,6;0,0;0,0;0,0;3,8;8,9;-100,0;2,97;0,02
'05/10/2022 00:42:37;24,4;46;972,4;25,3;20,7;-129,7;-993,1;-134,9;0,0;0,0;0,0;3,8;8,9;-100,0;2,97;0,02
'05/10/2022 00:42:38;24,4;45;972,4;25,3;20,8;-129,7;-993,1;-134,9;0,0;0,0;0,0;3,8;9,0;-100,0;2,97;0,02
'05/10/2022 00:42:39;24,4;45;972,3;25,4;20,8;-129,7;-993,1;-134,9;0,0;0,0;0,0;3,8;9,2;-100,0;2,97;0,02
'05/10/2022 00:42:40;24,4;45;972,4;25,3;20,7;-129,8;-993,1;-135,3;0,0;0,0;0,0;3,9;9,3;-100,0;2,97;0,02
'05/10/2022 00:42:41;24,4;45;972,4;25,4;20,8;-129,8;-993,1;-135,2;0,0;0,0;0,0;4,0;9,5;-100,0;2,97;0,02
'05/10/2022 00:42:42;24,4;45;972,4;25,4;20,8;-129,7;-993,1;-134,9;0,0;0,0;0,0;4,0;9,6;-100,0;2,97;0,02
'05/10/2022 00:42:43;24,4;45;972,4;25,4;20,8;-129,7;-993,0;-134,7;0,0;0,0;0,0;3,9;9,6;-100,0;2,96;0,02
'05/10/2022 00:42:44;24,4;45;972,4;25,4;20,8;-129,7;-993,0;-135,0;0,0;-70,0;0,0;4,0;9,7;-100,0;2,97;0,02
'05/10/2022 00:42:44;24,4;45;972,4;25,4;20,8;-129,7;-993,0;-135,0;0,0;-70,0;0,0;4,0;9,7;-100,0;2,97;0,02
'05/10/2022 00:42:45;24,4;45;972,4;25,3;20,8;-129,8;-993,1;-136,0;0,0;0,0;0,0;4,0;9,7;-100,0;2,97;0,02
'05/10/2022 00:42:46;24,4;44;972,4;25,3;20,7;-129,8;-993,1;-136,8;0,0;-70,0;0,0;4,0;9,7;-100,0;2,97;0,02
'05/10/2022 00:42:47;24,4;44;972,4;25,3;20,7;-129,8;-993,1;-136,9;0,0;0,0;0,0;4,0;9,8;-100,0;2,97;0,02
'05/10/2022 00:42:48;24,4;44;972,4;25,3;20,8;-129,9;-993,2;-136,9;0,0;0,0;0,0;4,0;10,2;-100,0;2,97;0,02
'05/10/2022 00:42:49;24,4;44;972,4;25,3;20,8;-129,9;-993,2;-136,7;0,0;0,0;0,0;4,1;10,0;-100,0;2,97;0,02
'05/10/2022 00:42:50;24,4;44;972,3;25,3;20,8;-129,9;-993,1;-136,2;0,0;-70,0;0,0;4,1;10,0;-100,0;2,97;0,02
'05/10/2022 00:42:51;24,4;44;972,4;25,4;20,8;-129,9;-993,1;-135,2;0,0;0,0;0,0;4,0;10,2;-100,0;2,97;0,02
'05/10/2022 00:42:52;24,4;44;972,4;25,4;20,8;-129,8;-993,0;-134,7;0,0;0,0;0,0;4,0;10,1;-100,0;2,97;0,02
'05/10/2022 00:42:53;24,4;44;972,4;25,4;20,8;-129,7;-993,1;-135,1;0,0;0,0;0,0;3,9;10,1;-100,0;2,97;0,02
'05/10/2022 00:42:54;24,4;44;972,4;25,4;20,8;-129,7;-993,1;-135,4;0,0;-70,0;0,0;4,0;10,3;-100,0;2,97;0,02
'05/10/2022 00:42:55;24,4;44;972,4;25,4;20,8;-129,8;-993,1;-135,4;0,0;0,0;0,0;4,0;10,1;-100,0;2,97;0,02
'05/10/2022 00:42:56;24,4;44;972,3;25,4;20,8;-129,8;-993,1;-135,0;0,0;0,0;0,0;4,0;10,2;-100,0;2,97;0,02
'05/10/2022 00:42:57;24,4;44;972,4;25,4;20,8;-129,8;-993,1;-135,8;0,0;0,0;0,0;4,0;10,2;-100,0;2,96;0,02
'05/10/2022 00:42:57;24,4;44;972,4;25,4;20,8;-129,8;-993,1;-136,4;0,0;0,0;0,0;4,0;10,1;-100,0;2,96;0,02
'05/10/2022 00:42:58;24,4;44;972,3;25,4;20,8;-129,8;-993,2;-136,3;0,0;0,0;0,0;3,9;10,2;-100,0;2,96;0,02
'05/10/2022 00:42:59;24,4;44;972,4;25,4;20,8;-129,8;-993,2;-136,6;0,0;0,0;0,0;3,9;10,1;-100,0;2,96;0,02
'05/10/2022 00:43:00;24,4;44;972,4;25,4;20,8;-129,8;-993,2;-136,6;0,0;0,0;0,0;3,9;10,1;-100,0;2,96;0,02
'05/10/2022 00:43:01;24,4;44;972,4;25,4;20,9;-129,9;-993,2;-135,5;0,0;0,0;0,0;3,8;10,0;-100,0;2,96;0,02
'05/10/2022 00:43:02;24,4;44;972,3;25,4;20,8;-129,8;-993,1;-134,7;0,0;0,0;0,0;3,8;10,1;-100,0;2,96;0,02
'05/10/2022 00:43:03;24,5;44;972,4;25,4;20,9;-129,8;-993,1;-134,5;0,0;0,0;0,0;3,9;10,8;-100,0;2,96;0,02
'05/10/2022 00:43:04;24,4;44;972,3;25,4;20,9;-129,8;-993,0;-134,7;0,0;-70,0;0,0;3,9;10,9;-100,0;2,96;0,02
