

New start of logging. Datetime: 2022.05.08_004356 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'05/08/2022 00:44:26;36,9;20;975,0;38,3;34,1;-5,6;-9,0;1016,1;0,0;0,0;0,0;7,8;44,6;-100,0;4,24;0,04
'05/08/2022 00:44:27;36,9;21;975,0;38,3;34,1;-5,4;-9,3;1016,3;-70,0;-70,0;-70,0;7,7;45,4;-100,0;4,24;0,05
'05/08/2022 00:44:28;36,9;21;975,0;38,3;34,1;-5,1;-8,8;1016,3;0,0;0,0;70,0;7,7;46,6;-100,0;4,24;0,04
'05/08/2022 00:44:29;36,9;21;975,0;38,3;34,1;-5,0;-9,1;1015,8;0,0;0,0;-140,0;7,9;48,9;-100,0;4,24;0,05
'05/08/2022 00:44:30;36,9;21;975,1;38,3;34,1;-4,9;-9,3;1015,5;0,0;0,0;0,0;8,0;50,6;-100,0;4,24;0,04
'05/08/2022 00:44:30;36,9;21;974,9;38,3;34,1;-4,9;-9,5;1015,5;0,0;0,0;0,0;8,0;51,3;-100,0;4,24;0,05
'05/08/2022 00:44:31;36,9;21;974,9;38,3;34,1;-4,9;-9,3;1015,2;0,0;-70,0;-70,0;8,0;54,8;-100,0;4,24;0,04
'05/08/2022 00:44:32;36,9;20;974,9;38,3;34,1;-5,4;-9,5;1014,9;0,0;-70,0;0,0;8,1;54,6;-100,0;4,24;0,05
'05/08/2022 00:44:33;36,9;20;975,0;38,3;34,1;-5,7;-9,5;1015,0;70,0;-140,0;70,0;8,2;55,5;-100,0;4,24;0,04
'05/08/2022 00:44:34;36,9;21;975,0;38,3;34,1;-4,5;-9,9;1015,3;1050,0;420,0;-2730,0;8,1;55,5;-100,0;4,24;0,05
'05/08/2022 00:44:35;36,9;21;975,0;38,3;34,2;-4,4;-7,8;1015,2;0,0;0,0;0,0;8,1;55,2;-100,0;4,24;0,04
'05/08/2022 00:44:36;36,9;21;975,0;38,4;34,1;-5,2;-8,0;1015,3;-70,0;-70,0;0,0;8,1;55,2;-100,0;4,24;0,05
'05/08/2022 00:44:37;36,9;21;974,9;38,4;34,1;-5,5;-8,2;1015,5;-70,0;-70,0;-140,0;8,2;56,0;-100,0;4,24;0,04
'05/08/2022 00:44:38;36,9;21;975,0;38,4;34,2;-5,5;-8,4;1015,7;0,0;-70,0;-70,0;8,2;56,8;-100,0;4,24;0,05
'05/08/2022 00:44:39;36,9;21;974,9;38,4;34,2;-5,5;-8,5;1015,8;0,0;-70,0;-140,0;8,3;59,8;-100,0;4,24;0,04
'05/08/2022 00:44:40;37,0;21;974,9;38,4;34,2;-5,7;-8,5;1015,9;0,0;-140,0;0,0;8,4;64,6;-100,0;4,24;0,05
'05/08/2022 00:44:41;37,0;21;974,9;38,4;34,2;-5,7;-8,5;1015,9;0,0;-140,0;0,0;8,6;68,1;-100,0;4,24;0,04
'05/08/2022 00:44:41;37,0;21;975,0;38,4;34,2;-5,2;-8,4;1015,8;-70,0;-70,0;-70,0;8,7;71,2;-100,0;4,24;0,05
'05/08/2022 00:44:42;37,0;21;974,8;38,4;34,2;-4,9;-8,5;1015,7;-140,0;70,0;-70,0;8,7;71,9;-100,0;4,24;0,04
'05/08/2022 00:44:43;36,9;21;975,0;38,4;34,2;-5,4;-8,7;1014,9;0,0;-70,0;-70,0;8,7;74,3;-100,0;4,24;0,05
'05/08/2022 00:44:44;37,0;21;975,0;38,4;34,2;-5,5;-8,7;1014,6;0,0;0,0;-70,0;8,8;75,6;-100,0;4,24;0,04
'05/08/2022 00:44:45;37,0;21;974,9;38,4;34,2;-5,6;-8,4;1014,6;-70,0;-70,0;0,0;8,9;77,1;-100,0;4,24;0,05
'05/08/2022 00:44:46;37,0;21;974,9;38,4;34,3;-5,4;-8,7;1014,9;0,0;0,0;0,0;8,9;76,7;-100,0;4,24;0,04
'05/08/2022 00:44:47;37,0;20;974,9;38,4;34,2;-5,3;-8,7;1015,2;0,0;0,0;-70,0;8,9;77,0;-100,0;4,24;0,05
'05/08/2022 00:44:48;37,0;20;975,0;38,5;34,3;-5,1;-8,8;1015,3;0,0;0,0;-70,0;8,9;76,2;-100,0;4,24;0,04
'05/08/2022 00:44:49;37,0;20;975,0;38,5;34,2;-5,5;-8,7;1015,3;0,0;0,0;0,0;8,9;76,2;-100,0;4,24;0,05
'05/08/2022 00:44:50;37,0;20;975,1;38,5;34,3;-5,4;-8,7;1015,3;0,0;0,0;-70,0;8,6;72,5;-100,0;4,24;0,04
'05/08/2022 00:44:51;37,0;20;974,9;38,5;34,2;-5,5;-8,8;1015,0;0,0;-70,0;-140,0;8,5;70,5;-100,0;4,24;0,05
'05/08/2022 00:44:52;37,0;20;974,9;38,5;34,3;-5,5;-8,9;1014,9;0,0;0,0;0,0;8,6;73,2;-100,0;4,24;0,04
'05/08/2022 00:44:53;37,0;20;974,9;38,5;34,3;-5,7;-8,8;1015,0;0,0;0,0;0,0;8,4;74,6;-100,0;4,24;0,05
'05/08/2022 00:44:53;37,0;20;974,9;38,5;34,3;-5,8;-8,7;1015,1;-70,0;0,0;-70,0;8,5;74,0;-100,0;4,24;0,04
'05/08/2022 00:44:54;37,0;20;974,8;38,5;34,3;-5,2;-9,4;1015,0;350,0;140,0;-280,0;8,4;73,7;-100,0;4,24;0,05
'05/08/2022 00:44:55;37,1;20;974,9;38,5;34,3;-5,8;-8,8;1015,0;-70,0;-70,0;140,0;8,5;73,9;-100,0;4,24;0,04
'05/08/2022 00:44:56;37,0;20;975,0;38,4;34,3;-5,6;-8,9;1014,4;0,0;0,0;140,0;8,4;73,0;-100,0;4,24;0,05
'05/08/2022 00:44:57;37,0;20;975,0;38,4;34,3;-5,3;-8,9;1013,6;0,0;0,0;-70,0;8,3;70,8;-100,0;4,24;0,04
'05/08/2022 00:44:58;37,0;20;974,8;38,4;34,3;-5,5;-9,1;1013,3;0,0;0,0;210,0;8,2;69,3;-100,0;4,24;0,05
'05/08/2022 00:44:59;37,0;20;974,8;38,4;34,3;-5,6;-9,0;1013,3;-70,0;0,0;0,0;8,1;68,4;-100,0;4,24;0,04
'05/08/2022 00:45:00;37,0;20;974,8;38,5;34,3;-5,5;-8,9;1013,6;0,0;0,0;0,0;8,1;64,7;-100,0;4,24;0,05
'05/08/2022 00:45:01;37,0;20;974,8;38,4;34,3;-5,4;-9,0;1013,8;0,0;-70,0;-70,0;7,9;63,3;-100,0;4,24;0,04
'05/08/2022 00:45:02;37,0;20;974,9;38,5;34,3;-5,1;-9,4;1013,9;-70,0;0,0;-560,0;7,8;62,0;-100,0;4,24;0,05
'05/08/2022 00:45:03;37,0;20;974,9;38,5;34,3;-5,5;-9,0;1014,1;0,0;-70,0;-350,0;7,8;61,8;-100,0;4,24;0,04
'05/08/2022 00:45:04;37,0;20;974,8;38,4;34,2;-5,6;-8,8;1013,9;0,0;0,0;-70,0;7,9;61,6;-100,0;4,24;0,05
'05/08/2022 00:45:05;37,0;20;974,9;38,5;34,3;-5,4;-9,0;1013,9;-70,0;0,0;-210,0;7,8;60,8;-100,0;4,24;0,04
'05/08/2022 00:45:05;37,0;20;974,9;38,5;34,3;-5,6;-8,8;1014,2;-70,0;-70,0;-140,0;7,7;60,6;-100,0;4,24;0,05
'05/08/2022 00:45:06;37,1;20;975,0;38,5;34,3;-6,2;-8,8;1014,7;0,0;0,0;70,0;7,8;61,8;-100,0;4,24;0,04
'05/08/2022 00:45:07;37,1;20;974,9;38,5;34,3;-6,0;-8,5;1014,7;0,0;0,0;0,0;7,8;60,0;-100,0;4,24;0,05
'05/08/2022 00:45:08;37,1;20;975,0;38,5;34,3;-5,9;-8,4;1014,7;0,0;0,0;-350,0;7,7;56,2;-100,0;4,24;0,04
'05/08/2022 00:45:09;37,1;20;974,8;38,5;34,3;-5,8;-8,4;1014,9;70,0;0,0;0,0;7,7;55,2;-100,0;4,24;0,05
'05/08/2022 00:45:10;37,1;20;974,9;38,5;34,3;-4,9;-8,7;1013,8;-70,0;-70,0;-420,0;7,8;54,3;-100,0;4,24;0,04
'05/08/2022 00:45:11;37,1;20;974,9;38,5;34,3;-5,6;-8,7;1013,0;0,0;-70,0;140,0;7,8;54,4;-100,0;4,24;0,05
'05/08/2022 00:45:12;37,0;20;974,9;38,4;34,3;-5,2;-8,8;1012,5;0,0;0,0;0,0;7,8;52,6;-100,0;4,24;0,04
'05/08/2022 00:45:13;37,0;20;975,0;38,4;34,3;-5,2;-8,8;1012,5;0,0;-70,0;-70,0;7,8;52,1;-100,0;4,24;0,05
'05/08/2022 00:45:14;37,0;20;975,0;38,4;34,2;-4,8;-8,7;1012,8;-70,0;0,0;-140,0;7,7;51,8;-100,0;4,24;0,04
'05/08/2022 00:45:15;37,0;19;975,0;38,4;34,2;-4,9;-8,5;1013,2;-70,0;0,0;0,0;7,7;51,2;-100,0;4,24;0,05
'05/08/2022 00:45:16;37,0;19;974,9;38,5;34,3;-4,5;-8,4;1013,8;0,0;0,0;-140,0;7,8;51,4;-100,0;4,24;0,04
'05/08/2022 00:45:16;37,0;19;975,0;38,5;34,3;-5,0;-8,5;1014,1;0,0;-70,0;70,0;7,8;51,2;-100,0;4,24;0,05
'05/08/2022 00:45:17;37,0;20;974,9;38,5;34,3;-4,6;-8,4;1014,2;-70,0;0,0;-70,0;7,8;51,4;-100,0;4,24;0,04
'05/08/2022 00:45:18;37,1;20;974,9;38,5;34,3;-4,8;-8,4;1014,5;0,0;0,0;70,0;7,7;49,8;-100,0;4,24;0,05
'05/08/2022 00:45:19;37,1;20;974,9;38,5;34,3;-4,8;-8,4;1014,7;-70,0;0,0;0,0;7,4;44,1;-100,0;4,24;0,04
'05/08/2022 00:45:20;37,1;20;974,9;38,5;34,4;-4,9;-8,4;1014,8;0,0;-70,0;0,0;7,6;44,3;-100,0;4,24;0,05
'05/08/2022 00:45:21;37,1;20;974,9;38,5;34,4;-4,9;-8,7;1014,9;-70,0;70,0;-700,0;7,4;41,7;-100,0;4,24;0,04
'05/08/2022 00:45:22;37,1;20;975,0;38,5;34,4;-4,8;-8,5;1015,0;-70,0;-70,0;-70,0;7,4;38,9;-100,0;4,24;0,05
'05/08/2022 00:45:23;37,1;20;974,8;38,6;34,4;-5,1;-8,6;1015,0;0,0;0,0;70,0;7,3;38,1;-100,0;4,24;0,04
'05/08/2022 00:45:24;37,1;20;974,9;38,6;34,4;-4,9;-8,5;1014,9;70,0;0,0;70,0;7,3;37,9;-100,0;4,24;0,05
'05/08/2022 00:45:25;37,1;20;975,0;38,6;34,4;-4,9;-8,4;1014,9;0,0;0,0;-140,0;7,2;37,9;-100,0;4,24;0,04
'05/08/2022 00:45:26;37,1;20;974,8;38,6;34,4;-5,1;-8,5;1015,0;0,0;0,0;0,0;7,2;38,0;-100,0;4,24;0,05
'05/08/2022 00:45:27;37,1;20;974,8;38,6;34,4;-5,1;-8,5;1015,0;0,0;0,0;0,0;7,2;38,4;-100,0;4,24;0,04
'05/08/2022 00:45:28;37,2;20;974,9;38,6;34,4;-5,4;-8,2;1015,0;140,0;0,0;280,0;7,5;43,9;-100,0;4,24;0,05
'05/08/2022 00:45:28;37,2;20;975,0;38,6;34,5;-4,9;-8,2;1015,1;0,0;0,0;-70,0;7,6;46,6;-100,0;4,24;0,04
'05/08/2022 00:45:29;37,2;21;974,8;38,6;34,5;-5,0;-8,0;1015,1;0,0;0,0;-140,0;7,9;49,2;-100,0;4,24;0,05
'05/08/2022 00:45:30;37,2;21;974,9;38,7;34,5;-4,7;-7,9;1014,9;0,0;0,0;-140,0;7,9;53,3;-100,0;4,24;0,04
'05/08/2022 00:45:31;37,2;21;975,0;38,7;34,5;-4,9;-7,6;1014,9;-70,0;0,0;70,0;8,0;57,2;-100,0;4,24;0,05
'05/08/2022 00:45:32;37,2;20;974,9;38,7;34,5;-4,7;-7,6;1014,9;0,0;0,0;-70,0;8,2;61,0;-100,0;4,24;0,04
'05/08/2022 00:45:33;37,2;20;975,0;38,7;34,6;-4,9;-7,4;1014,9;-70,0;0,0;70,0;8,3;62,3;-100,0;4,24;0,05
'05/08/2022 00:45:34;37,2;20;974,8;38,7;34,6;-4,9;-7,4;1015,0;0,0;0,0;0,0;8,3;62,9;-100,0;4,24;0,04
'05/08/2022 00:45:35;37,3;20;975,0;38,7;34,6;-4,9;-7,1;1015,1;-70,0;-70,0;-70,0;8,4;62,8;-100,0;4,24;0,05
'05/08/2022 00:45:36;37,3;21;974,8;38,8;34,6;-5,0;-7,0;1015,1;70,0;0,0;0,0;8,4;63,9;-100,0;4,24;0,04
'05/08/2022 00:45:37;37,3;21;974,8;38,8;34,6;-5,5;-7,6;1015,4;-70,0;-140,0;-70,0;8,3;62,8;-100,0;4,24;0,05
'05/08/2022 00:45:38;37,3;21;974,9;38,8;34,6;-5,6;-7,9;1015,1;0,0;-140,0;-140,0;8,3;64,6;-100,0;4,24;0,04
'05/08/2022 00:45:39;37,3;21;974,9;38,8;34,6;-5,9;-8,4;1014,6;70,0;-70,0;0,0;8,5;65,8;-100,0;4,24;0,05
'05/08/2022 00:45:39;37,3;21;975,0;38,8;34,6;-5,7;-8,2;1014,1;0,0;-140,0;-70,0;8,5;66,4;-100,0;4,24;0,04
'05/08/2022 00:45:40;37,3;21;974,9;38,8;34,6;-6,0;-8,1;1014,1;70,0;-140,0;0,0;8,5;66,2;-100,0;4,24;0,05
'05/08/2022 00:45:41;37,3;21;974,9;38,8;34,6;-5,2;-8,0;1014,2;-70,0;0,0;-70,0;8,5;66,0;-100,0;4,24;0,04
'05/08/2022 00:45:42;37,3;21;975,0;38,8;34,6;-5,1;-8,3;1014,4;0,0;-70,0;210,0;8,5;68,1;-100,0;4,24;0,05
'05/08/2022 00:45:43;37,4;20;974,9;38,8;34,6;-5,1;-8,2;1014,4;280,0;70,0;70,0;8,4;68,1;-100,0;4,24;0,04
'05/08/2022 00:45:44;37,4;20;975,0;38,8;34,7;-5,0;-8,0;1014,6;140,0;0,0;0,0;8,5;70,8;-100,0;4,24;0,05
'05/08/2022 00:45:45;37,4;20;974,9;38,8;34,7;-4,8;-8,0;1014,3;0,0;-70,0;-70,0;8,7;71,4;-100,0;4,24;0,04
'05/08/2022 00:45:46;37,3;20;975,0;38,8;34,7;-5,0;-7,9;1013,6;-140,0;0,0;0,0;8,7;73,3;-100,0;4,24;0,05
'05/08/2022 00:45:47;37,3;20;974,9;38,8;34,7;-5,0;-8,1;1012,9;-70,0;0,0;0,0;8,8;73,6;-100,0;4,24;0,04
'05/08/2022 00:45:48;37,3;20;974,7;38,8;34,6;-4,9;-8,2;1012,8;0,0;0,0;0,0;8,5;70,0;-100,0;4,24;0,05
'05/08/2022 00:45:49;37,3;20;974,9;38,8;34,6;-5,0;-7,6;1013,0;-140,0;0,0;-70,0;8,5;70,5;-100,0;4,24;0,04
'05/08/2022 00:45:50;37,4;19;974,8;38,8;34,6;-4,6;-7,6;1013,6;-70,0;0,0;-140,0;8,4;70,6;-100,0;4,24;0,05
'05/08/2022 00:45:51;37,3;19;974,9;38,8;34,6;-4,7;-7,7;1013,8;0,0;0,0;-70,0;8,5;70,6;-100,0;4,24;0,04
'05/08/2022 00:45:51;37,3;19;974,9;38,7;34,6;-5,0;-8,4;1013,0;0,0;0,0;140,0;8,4;70,2;-100,0;4,24;0,05
'05/08/2022 00:45:52;37,3;19;974,8;38,7;34,6;-5,3;-8,5;1011,4;70,0;0,0;70,0;8,4;69,7;-100,0;4,24;0,04
'05/08/2022 00:45:53;37,2;19;974,9;38,6;34,5;-5,6;-8,7;1011,0;-140,0;-70,0;-70,0;8,4;69,6;-100,0;4,24;0,05
'05/08/2022 00:45:54;37,2;19;974,9;38,7;34,5;-6,0;-8,6;1011,3;0,0;0,0;0,0;8,4;69,7;-100,0;4,24;0,04
'05/08/2022 00:45:55;37,2;19;974,9;38,7;34,6;-5,9;-8,8;1012,0;-70,0;0,0;-70,0;8,2;64,4;-100,0;4,24;0,05
'05/08/2022 00:45:56;37,3;19;974,9;38,7;34,6;-5,5;-8,6;1012,8;-70,0;0,0;-70,0;8,0;62,5;-100,0;4,24;0,04
'05/08/2022 00:45:57;37,3;19;974,9;38,7;34,6;-5,4;-8,5;1013,3;0,0;0,0;-70,0;7,8;60,0;-100,0;4,24;0,05
'05/08/2022 00:45:58;37,3;19;974,9;38,7;34,5;-5,2;-8,6;1013,6;-70,0;-70,0;0,0;7,8;58,2;-100,0;4,24;0,04
'05/08/2022 00:45:59;37,3;19;974,8;38,7;34,5;-5,4;-8,5;1013,5;0,0;0,0;0,0;7,7;54,5;-100,0;4,24;0,05
'05/08/2022 00:46:00;37,3;19;974,8;38,7;34,5;-5,3;-8,9;1013,0;0,0;-70,0;0,0;7,5;51,0;-100,0;4,24;0,04
'05/08/2022 00:46:01;37,2;19;974,9;38,7;34,6;-5,4;-8,8;1012,8;0,0;0,0;-140,0;7,4;49,9;-100,0;4,24;0,05
'05/08/2022 00:46:02;37,2;19;974,8;38,7;34,5;-5,2;-8,7;1012,8;0,0;0,0;0,0;7,4;47,8;-100,0;4,24;0,04
'05/08/2022 00:46:03;37,3;19;974,9;38,7;34,5;-5,4;-8,7;1013,1;0,0;0,0;0,0;7,4;49,9;-100,0;4,24;0,05
'05/08/2022 00:46:03;37,2;19;974,8;38,7;34,5;-5,4;-8,5;1013,5;-70,0;0,0;-70,0;7,4;48,7;-100,0;4,24;0,04
'05/08/2022 00:46:04;37,3;20;974,9;38,7;34,6;-5,4;-8,5;1014,1;0,0;0,0;-70,0;7,5;47,9;-100,0;4,24;0,05
'05/08/2022 00:46:05;37,3;20;975,0;38,7;34,6;-5,7;-8,4;1014,5;-70,0;0,0;0,0;7,3;44,6;-100,0;4,24;0,04
'05/08/2022 00:46:06;37,3;20;975,0;38,8;34,6;-5,4;-8,5;1014,8;0,0;0,0;0,0;7,2;42,8;-100,0;4,24;0,05
'05/08/2022 00:46:07;37,3;20;974,9;38,7;34,6;-5,6;-8,4;1014,4;-210,0;-70,0;0,0;7,3;45,4;-100,0;4,24;0,04
'05/08/2022 00:46:08;37,3;20;974,9;38,7;34,5;-5,6;-8,5;1013,6;0,0;0,0;0,0;7,4;45,5;-100,0;4,24;0,05
'05/08/2022 00:46:09;37,2;20;974,9;38,7;34,5;-5,7;-8,7;1012,7;-70,0;210,0;0,0;7,4;45,3;-100,0;4,24;0,04
'05/08/2022 00:46:10;37,1;20;974,8;38,5;34,4;-6,3;-8,5;1010,1;70,0;-70,0;-140,0;7,4;43,0;-100,0;4,24;0,04
'05/08/2022 00:46:11;37,1;19;974,9;38,5;34,4;-6,8;-8,4;1008,7;-70,0;-70,0;0,0;7,4;42,3;-100,0;4,24;0,04
'05/08/2022 00:46:12;37,1;19;974,9;38,5;34,4;-6,8;-8,4;1008,7;-70,0;-70,0;0,0;7,3;39,9;-100,0;4,24;0,04
'05/08/2022 00:46:13;37,1;19;974,9;38,5;34,4;-6,6;-8,3;1010,2;70,0;0,0;0,0;7,2;39,2;-100,0;4,24;0,04
'05/08/2022 00:46:14;37,1;20;974,9;38,6;34,4;-6,3;-8,3;1011,5;0,0;0,0;-70,0;7,3;37,3;-100,0;4,24;0,04
'05/08/2022 00:46:15;37,1;20;974,8;38,6;34,4;-6,2;-8,3;1012,0;70,0;0,0;70,0;7,2;36,8;-100,0;4,24;0,04
'05/08/2022 00:46:15;37,2;20;974,9;38,6;34,4;-6,2;-8,3;1013,0;0,0;0,0;0,0;7,2;37,2;-100,0;4,24;0,04
'05/08/2022 00:46:16;37,2;20;974,8;38,6;34,4;-6,0;-8,2;1013,5;-70,0;0,0;-70,0;7,2;36,0;-100,0;4,24;0,04
'05/08/2022 00:46:17;37,2;20;974,9;38,6;34,4;-6,0;-8,3;1014,1;0,0;0,0;0,0;7,3;37,5;-100,0;4,24;0,05
'05/08/2022 00:46:18;37,2;20;974,9;38,5;34,4;-6,0;-8,2;1012,8;0,0;0,0;-70,0;7,3;37,4;-100,0;4,24;0,04
'05/08/2022 00:46:19;37,1;20;974,9;38,5;34,4;-5,8;-8,4;1012,3;0,0;0,0;-70,0;7,3;37,5;-100,0;4,24;0,04
'05/08/2022 00:46:20;37,1;20;974,7;38,5;34,4;-5,9;-8,4;1011,4;0,0;0,0;-70,0;7,5;38,8;-100,0;4,24;0,04
'05/08/2022 00:46:21;37,1;20;974,9;38,5;34,4;-5,7;-8,5;1012,0;70,0;-70,0;-140,0;7,6;42,0;-100,0;4,24;0,04
'05/08/2022 00:46:22;37,1;20;974,8;38,6;34,4;-6,0;-8,3;1013,1;0,0;0,0;-70,0;7,9;45,3;-100,0;4,24;0,04
'05/08/2022 00:46:23;37,2;20;974,8;38,6;34,5;-6,0;-8,4;1014,5;-70,0;-70,0;0,0;8,0;46,8;-100,0;4,24;0,04
'05/08/2022 00:46:24;37,2;20;974,8;38,7;34,4;-5,9;-8,2;1015,4;0,0;-70,0;0,0;8,0;46,6;-100,0;4,24;0,04
'05/08/2022 00:46:25;37,2;20;974,8;38,7;34,5;-5,9;-8,2;1016,0;0,0;0,0;70,0;8,0;47,1;-100,0;4,24;0,05
'05/08/2022 00:46:26;37,3;20;974,9;38,8;34,5;-5,8;-8,2;1016,2;0,0;0,0;0,0;7,9;45,0;-100,0;4,24;0,04
'05/08/2022 00:46:27;37,3;20;974,8;38,8;34,6;-5,9;-8,2;1016,4;0,0;0,0;0,0;7,9;44,9;-100,0;4,24;0,05
'05/08/2022 00:46:27;37,3;20;974,9;38,7;34,5;-5,6;-8,2;1015,2;-70,0;0,0;-140,0;7,9;45,0;-100,0;4,24;0,04
'05/08/2022 00:46:28;37,3;20;974,8;38,7;34,6;-5,6;-7,7;1014,2;-70,0;-70,0;-70,0;7,9;45,4;-100,0;4,24;0,05
'05/08/2022 00:46:29;37,2;20;975,0;38,7;34,5;-5,2;-7,5;1013,3;-420,0;350,0;70,0;7,9;45,0;-100,0;4,24;0,04
