

New start of logging. Datetime: 2022.05.08_152450 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'05/08/2022 15:25:05;-25,5;0;14,9;635,7;-32,6;105,3;-25,7;1019,7;2100,0;2520,0;770,0;0,0;0,0;-100,0;3,10;0,01
'05/08/2022 15:25:06;-25,5;0;15,0;635,7;-32,6;103,7;-27,8;1014,2;-3640,0;1610,0;1400,0;0,0;0,0;-100,0;3,10;0,01
'05/08/2022 15:25:07;-25,5;0;14,8;635,7;-32,5;101,6;-27,1;995,0;-2520,0;-2940,0;840,0;0,0;0,0;-100,0;3,11;0,01
'05/08/2022 15:25:08;-25,5;0;14,9;635,7;-32,6;99,6;-24,2;973,4;4690,0;-5180,0;-1540,0;0,0;0,0;-100,0;3,10;0,01
'05/08/2022 15:25:09;-25,5;0;14,8;635,7;-32,6;99,6;-23,9;987,9;2940,0;3080,0;-1540,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:10;-25,5;0;14,9;635,7;-32,5;101,6;-26,3;1007,9;-4060,0;5460,0;1610,0;0,0;0,0;-100,0;3,10;0,01
'05/08/2022 15:25:11;-25,4;0;14,8;635,7;-32,5;107,1;-27,8;1038,2;-3920,0;-3290,0;-70,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:12;-25,4;0;14,8;635,8;-32,5;108,9;-27,2;1043,0;2730,0;-5740,0;-2030,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:13;-25,4;0;14,8;635,8;-32,5;104,0;-26,4;1001,9;2100,0;7420,0;-1750,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:13;-25,4;0;14,7;635,8;-32,4;101,8;-27,5;978,4;-2240,0;7280,0;1540,0;0,0;0,0;-100,0;3,11;0,01
'05/08/2022 15:25:14;-25,3;0;14,7;635,8;-32,4;108,2;-28,4;1017,0;-1260,0;-9380,0;-1680,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:15;-25,3;0;14,7;635,9;-32,4;108,9;-27,9;1032,4;1610,0;-6860,0;-1750,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:16;-25,3;0;14,6;635,9;-32,4;106,4;-27,9;1041,3;-280,0;10290,0;1960,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:17;-25,3;0;14,8;635,9;-32,4;101,3;-27,8;1007,9;-280,0;4970,0;-1050,0;0,0;0,0;-100,0;3,12;0,01
'05/08/2022 15:25:18;-25,3;0;14,7;635,9;-32,4;99,7;-26,5;973,7;1610,0;-12880,0;-1680,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:19;-25,3;0;14,7;635,9;-32,3;102,2;-26,8;999,2;5250,0;-4970,0;-490,0;0,0;0,0;-100,0;3,13;0,01
'05/08/2022 15:25:20;-25,3;0;14,6;635,9;-32,3;99,0;-28,2;995,5;-5530,0;11830,0;5530,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:21;-25,2;0;14,6;635,9;-32,2;105,7;-28,5;1035,1;-3640,0;3220,0;1890,0;0,0;0,0;-100,0;3,13;0,01
'05/08/2022 15:25:22;-25,2;0;14,6;636,0;-32,2;109,2;-27,3;1041,1;4270,0;-11480,0;-2170,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:23;-25,2;0;14,6;636,0;-32,2;103,3;-25,9;994,3;1470,0;2590,0;-770,0;0,0;0,0;-100,0;3,13;0,01
'05/08/2022 15:25:24;-25,2;0;14,5;636,0;-32,1;100,5;-26,3;977,6;-4760,0;10990,0;1680,0;0,0;0,0;-100,0;3,15;0,01
'05/08/2022 15:25:25;-25,1;0;14,4;636,0;-32,2;106,8;-27,1;1012,4;-840,0;-3570,0;-1330,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:26;-25,1;0;14,7;636,1;-32,1;109,1;-27,0;1032,0;3500,0;-7140,0;-1470,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:26;-25,1;0;14,6;636,1;-32,2;108,3;-28,1;1052,2;350,0;3290,0;770,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:27;-25,1;0;14,6;636,1;-32,1;99,4;-26,1;987,0;-2030,0;1610,0;-2380,0;0,0;0,0;-100,0;3,15;0,01
'05/08/2022 15:25:28;-25,1;0;14,6;636,1;-32,1;100,0;-25,3;978,4;210,0;-8540,0;-2450,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:29;-25,0;0;14,5;636,1;-32,1;101,0;-25,7;998,0;1750,0;2100,0;560,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:30;-25,0;0;14,5;636,1;-32,0;100,0;-26,4;992,2;-3150,0;7070,0;2730,0;0,0;0,0;-100,0;3,15;0,01
'05/08/2022 15:25:31;-25,0;0;14,5;636,1;-32,0;100,0;-26,4;992,2;-3150,0;7070,0;2730,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:32;-25,0;0;14,6;636,2;-32,0;105,7;-26,9;1023,4;630,0;-2520,0;-350,0;0,0;0,0;-100,0;3,14;0,01
'05/08/2022 15:25:33;-25,0;0;14,5;636,2;-32,0;109,0;-27,0;1042,1;4270,0;-6440,0;-2940,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:34;-24,9;0;14,5;636,2;-32,0;104,1;-26,8;1009,9;-1330,0;3710,0;560,0;0,0;0,0;-100,0;3,15;0,01
'05/08/2022 15:25:35;-24,9;0;14,3;636,2;-32,0;98,0;-24,9;955,1;-6650,0;5950,0;560,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:36;-24,9;0;14,4;636,2;-31,9;103,0;-25,4;990,5;-1610,0;560,0;210,0;0,0;0,0;-100,0;3,15;0,01
'05/08/2022 15:25:37;-24,9;0;14,4;636,3;-31,9;106,1;-24,3;1012,5;8190,0;-3360,0;-1890,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:38;-24,9;0;14,5;636,3;-31,9;109,5;-27,5;1053,9;560,0;770,0;490,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:38;-24,9;0;14,4;636,2;-31,9;106,3;-29,7;1034,3;-7700,0;1890,0;2030,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:39;-24,9;0;14,4;636,2;-32,0;100,6;-28,1;988,3;1470,0;-4270,0;-840,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:40;-24,9;0;14,4;636,2;-31,9;99,4;-26,3;975,3;7980,0;-2800,0;-2030,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:41;-24,9;0;14,4;636,2;-31,9;99,4;-28,9;986,6;-3290,0;5250,0;2590,0;0,0;0,0;-100,0;3,16;0,01
'05/08/2022 15:25:42;-24,9;0;14,4;636,2;-31,9;102,2;-29,7;1002,9;-6650,0;210,0;1960,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:43;-24,9;0;14,4;636,3;-31,9;110,3;-28,4;1059,3;6160,0;-5040,0;-2240,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:44;-24,9;0;14,4;636,3;-31,9;108,8;-26,5;1046,9;5880,0;1190,0;-980,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:45;-24,9;0;14,4;636,3;-31,8;101,0;-26,7;978,7;-12110,0;4690,0;910,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:46;-24,8;0;14,3;636,3;-31,9;104,0;-27,1;999,8;-9310,0;-560,0;840,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:47;-24,8;0;14,3;636,3;-31,9;104,6;-22,8;1003,0;11900,0;-980,0;-1960,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:48;-24,8;0;14,3;636,3;-31,8;107,7;-25,1;1037,5;6650,0;2590,0;-420,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:49;-24,9;0;14,2;636,2;-31,9;106,3;-30,8;1032,4;-6370,0;-3780,0;2030,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:50;-24,9;0;14,2;636,2;-31,9;102,8;-30,0;994,1;-910,0;-5390,0;-350,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:51;-24,9;0;14,2;636,2;-31,9;101,5;-26,5;982,8;13020,0;-2310,0;-3570,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:51;-24,9;0;14,5;636,2;-31,9;100,3;-28,1;983,0;630,0;4480,0;770,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:52;-24,9;0;14,3;636,2;-31,9;102,2;-30,4;997,6;-10570,0;840,0;3150,0;0,0;0,0;-100,0;3,17;0,01
'05/08/2022 15:25:53;-24,9;0;14,2;636,2;-31,9;108,5;-29,3;1041,6;-210,0;-4970,0;980,0;0,0;0,0;-100,0;3,19;0,01
'05/08/2022 15:25:54;-24,9;0;14,2;636,2;-31,9;107,9;-25,4;1033,2;9030,0;840,0;-910,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:55;-24,9;0;14,2;636,2;-31,9;101,9;-26,2;979,3;-5180,0;5250,0;630,0;0,0;0,0;-100,0;3,19;0,01
'05/08/2022 15:25:56;-24,9;0;14,2;636,2;-31,9;104,4;-28,4;995,6;-10920,0;-1750,0;1540,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:57;-24,9;0;14,2;636,2;-31,8;106,9;-25,8;1011,3;5250,0;-5600,0;-1820,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:25:58;-24,9;0;14,2;636,2;-31,8;107,1;-25,4;1030,7;8470,0;3360,0;490,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:25:59;-24,9;0;14,1;636,2;-31,8;107,2;-28,7;1042,9;-4340,0;6440,0;3920,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:00;-24,9;0;14,2;636,2;-31,9;102,2;-28,9;997,9;-4830,0;-3710,0;-1120,0;0,0;0,0;-100,0;3,18;0,01
'05/08/2022 15:26:01;-24,9;0;14,2;636,2;-31,9;97,4;-25,7;956,5;6370,0;-8260,0;-3920,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:02;-24,9;0;14,1;636,2;-31,9;101,3;-26,2;1002,5;4830,0;2450,0;700,0;0,0;0,0;-100,0;3,19;0,01
'05/08/2022 15:26:03;-24,9;0;14,1;636,2;-31,9;102,2;-28,0;1020,1;-4900,0;10500,0;4060,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:04;-24,9;0;14,1;636,2;-31,9;108,8;-29,3;1053,3;-3640,0;-2380,0;1680,0;0,0;0,0;-100,0;3,19;0,01
'05/08/2022 15:26:04;-24,9;0;14,1;636,2;-31,8;106,6;-27,6;1014,8;-2170,0;-7770,0;-70,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:05;-24,9;0;14,2;636,3;-31,8;100,4;-25,4;966,7;4060,0;4830,0;1050,0;0,0;0,0;-100,0;3,19;0,01
'05/08/2022 15:26:06;-24,9;0;14,1;636,3;-31,8;102,7;-26,4;994,5;6860,0;7350,0;0,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:07;-24,9;0;13,9;636,3;-31,8;104,1;-30,2;996,1;-8260,0;-3710,0;1190,0;0,0;0,0;-100,0;3,19;0,01
'05/08/2022 15:26:08;-24,8;0;14,0;636,3;-31,8;107,7;-30,9;1037,5;-6860,0;-1680,0;350,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:09;-24,8;0;14,0;636,3;-31,7;108,9;-26,8;1054,7;9940,0;560,0;0,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:10;-24,8;0;13,9;636,3;-31,7;103,0;-25,4;1007,5;280,0;-2520,0;700,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:11;-24,7;0;13,9;636,4;-31,7;98,6;-25,8;971,7;-7770,0;4060,0;1890,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:12;-24,7;0;14,0;636,4;-31,7;104,0;-26,2;1007,2;1470,0;3500,0;1680,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:13;-24,7;0;13,9;636,4;-31,6;106,6;-26,6;1014,6;2310,0;-5880,0;-1400,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:14;-24,7;0;14,1;636,4;-31,6;108,6;-28,4;1046,6;-1050,0;-210,0;-350,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:15;-24,7;0;13,9;636,4;-31,6;102,4;-26,6;1012,4;2100,0;5530,0;-3220,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:16;-24,7;0;13,9;636,4;-31,6;98,3;-26,8;968,5;-3290,0;-5180,0;-1260,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:17;-24,7;0;13,9;636,4;-31,6;99,4;-27,1;974,5;-7560,0;-3570,0;-1190,0;0,0;0,0;-100,0;3,20;0,01
'05/08/2022 15:26:17;-24,7;0;13,9;636,4;-31,6;99,4;-27,1;974,5;-7560,0;-3570,0;-1190,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:18;-24,7;0;13,9;636,4;-31,6;100,3;-24,0;989,9;6090,0;6440,0;-2100,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:19;-24,7;0;13,9;636,4;-31,6;107,2;-25,4;1036,5;6650,0;490,0;-2590,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:20;-24,6;0;13,8;636,4;-31,6;110,6;-30,0;1061,0;-10780,0;-5390,0;1260,0;0,0;0,0;-100,0;3,21;0,01
'05/08/2022 15:26:21;-24,6;0;13,8;636,4;-31,6;104,6;-28,9;1011,6;-2310,0;4410,0;2310,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:22;-24,7;0;13,7;636,4;-31,6;99,7;-25,6;963,7;12950,0;840,0;630,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:23;-24,7;0;13,8;636,3;-31,6;104,5;-29,3;1005,8;840,0;-4900,0;210,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:24;-24,7;0;13,8;636,3;-31,7;104,9;-30,9;1022,1;-9450,0;5460,0;1330,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:25;-24,7;0;13,8;636,4;-31,6;108,7;-28,5;1047,8;840,0;1960,0;-70,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:26;-24,7;0;13,7;636,4;-31,6;103,0;-24,6;985,3;1680,0;-5600,0;-4340,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:27;-24,7;0;13,8;636,4;-31,6;99,9;-25,1;970,1;-6580,0;910,0;-420,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:28;-24,7;0;13,7;636,4;-31,6;103,3;-25,0;1003,1;560,0;6230,0;-980,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:29;-24,7;0;13,7;636,4;-31,5;105,0;-24,7;1008,6;5320,0;-2940,0;-3570,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:30;-24,6;0;13,7;636,4;-31,5;107,1;-28,0;1030,1;-1820,0;-3850,0;-1540,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:30;-24,7;0;13,9;636,4;-31,6;104,6;-29,2;1014,7;-5180,0;3360,0;-140,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:31;-24,7;0;13,6;636,4;-31,6;97,2;-27,2;957,8;6720,0;-70,0;-3710,0;0,0;0,0;-100,0;3,22;0,01
'05/08/2022 15:26:32;-24,7;0;13,8;636,3;-31,6;100,0;-27,0;973,4;8050,0;-840,0;-3500,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:33;-24,7;0;13,7;636,3;-31,7;105,3;-31,3;1015,0;-8820,0;-1260,0;1750,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:34;-24,7;0;13,6;636,3;-31,7;107,5;-30,9;1035,0;-6580,0;-980,0;1540,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:35;-24,7;0;13,6;636,3;-31,7;106,8;-26,8;1036,1;9240,0;6020,0;-1470,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:36;-24,7;0;13,6;636,3;-31,6;102,5;-24,7;1002,5;490,0;2100,0;350,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:37;-24,7;0;13,7;636,3;-31,7;99,2;-25,2;967,6;-8190,0;-9520,0;1120,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:38;-24,7;0;13,6;636,3;-31,6;102,7;-25,3;1007,9;210,0;-1960,0;1820,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:39;-24,7;0;13,7;636,3;-31,7;101,4;-24,7;1009,2;4480,0;9380,0;1820,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:40;-24,7;0;13,7;636,3;-31,7;108,0;-27,8;1049,3;140,0;-1400,0;1050,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:41;-24,7;0;13,7;636,3;-31,7;105,8;-28,6;1012,5;-2310,0;-5460,0;980,0;0,0;0,0;-100,0;3,23;0,01
'05/08/2022 15:26:42;-24,7;0;13,6;636,3;-31,7;100,3;-27,0;972,3;3220,0;3290,0;3500,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:43;-24,7;0;13,5;636,3;-31,6;101,4;-27,3;983,7;5180,0;4550,0;2100,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:43;-24,7;0;13,7;636,3;-31,7;101,6;-29,6;979,4;-3990,0;-4480,0;2380,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:44;-24,8;0;13,6;636,3;-31,7;106,0;-30,1;1018,6;-5040,0;-2170,0;1540,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:45;-24,8;0;13,6;636,3;-31,7;109,4;-28,0;1049,0;7630,0;-350,0;-1400,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:46;-24,7;0;13,5;636,3;-31,7;107,0;-27,6;1027,4;1540,0;-350,0;-910,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:47;-24,7;0;13,5;636,3;-31,7;99,4;-27,9;959,7;-7840,0;4900,0;980,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:48;-24,7;0;13,5;636,3;-31,7;104,9;-28,9;1002,4;-3080,0;3920,0;630,0;0,0;0,0;-100,0;3,24;0,01
'05/08/2022 15:26:49;-24,7;0;13,4;636,3;-31,7;108,6;-28,1;1018,8;4200,0;-8260,0;-3570,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:50;-24,7;0;13,5;636,3;-31,6;111,1;-29,0;1058,0;1470,0;-1890,0;-980,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:51;-24,7;0;13,5;636,3;-31,6;102,5;-27,5;1007,9;-140,0;5460,0;1680,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:52;-24,7;0;13,5;636,3;-31,6;97,2;-26,2;965,6;-1260,0;-980,0;490,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:53;-24,7;0;13,5;636,4;-31,6;101,2;-27,0;988,9;-3780,0;-6230,0;-700,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:26:54;-24,7;0;13,4;636,4;-31,5;99,9;-24,6;987,1;3360,0;2380,0;-980,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:55;-24,6;0;13,4;636,4;-31,5;101,2;-25,7;998,3;3430,0;3920,0;-1260,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:26:55;-24,6;0;13,4;636,4;-31,5;106,3;-29,0;1031,1;-5530,0;-1330,0;-1960,0;0,0;0,0;-100,0;3,25;0,01
'05/08/2022 15:26:56;-24,6;0;13,6;636,5;-31,4;108,1;-29,9;1042,2;-4620,0;-2240,0;-1050,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:26:57;-24,6;0;13,4;636,4;-31,5;104,1;-28,0;1008,9;5180,0;1330,0;-1890,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:26:58;-24,6;0;13,4;636,4;-31,5;99,2;-28,2;964,0;7630,0;2870,0;-1050,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:26:59;-24,6;0;13,4;636,4;-31,5;102,2;-30,2;986,4;-1190,0;-630,0;-490,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:27:00;-24,6;0;13,3;636,4;-31,5;106,1;-31,2;1017,7;-7140,0;-2310,0;490,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:27:01;-24,6;0;13,3;636,5;-31,5;109,4;-29,5;1050,3;3360,0;1750,0;-1540,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:27:02;-24,5;0;13,4;636,5;-31,4;103,6;-25,1;1011,1;3640,0;2590,0;-2800,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:03;-24,5;0;13,4;636,6;-31,3;99,7;-24,8;974,8;-6650,0;-3990,0;-1330,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:27:04;-24,5;0;13,4;636,6;-31,3;99,7;-24,8;974,8;-6650,0;-3990,0;-1330,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:05;-24,4;0;13,3;636,6;-31,3;102,0;-25,7;995,3;-2940,0;-5600,0;-1120,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:27:06;-24,4;0;13,4;636,6;-31,3;99,8;-24,1;993,1;5600,0;7070,0;70,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:07;-24,3;0;13,4;636,7;-31,3;103,2;-26,4;1015,8;0,0;5180,0;280,0;0,0;0,0;-100,0;3,26;0,01
'05/08/2022 15:27:08;-24,3;0;13,4;636,7;-31,2;106,6;-27,8;1025,4;-1750,0;-8610,0;-2310,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:08;-24,3;0;13,2;636,7;-31,1;108,0;-27,6;1034,4;2800,0;-5040,0;-2240,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:09;-24,2;0;13,3;636,7;-31,1;103,2;-27,5;1001,3;-3710,0;7210,0;1540,0;0,0;0,0;-100,0;3,28;0,01
'05/08/2022 15:27:10;-24,2;0;13,1;636,8;-31,1;101,7;-26,8;983,6;-6160,0;3710,0;770,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:11;-24,1;0;13,3;636,8;-31,1;104,0;-24,6;997,2;5600,0;-3570,0;-1750,0;0,0;0,0;-100,0;3,28;0,01
'05/08/2022 15:27:12;-24,1;0;13,2;636,8;-31,1;105,5;-24,8;1014,3;5950,0;210,0;-1260,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:13;-24,1;0;13,2;636,8;-31,0;107,3;-28,6;1030,4;-5950,0;-1610,0;70,0;0,0;0,0;-100,0;3,28;0,01
'05/08/2022 15:27:14;-24,1;0;13,1;636,9;-31,0;106,2;-30,3;1020,2;-2870,0;-3360,0;3010,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:15;-24,0;0;13,3;636,9;-30,9;100,4;-26,4;972,1;6440,0;7630,0;2730,0;0,0;0,0;-100,0;3,29;0,01
'05/08/2022 15:27:16;-24,0;0;13,2;636,9;-30,9;102,8;-26,5;989,1;5600,0;7770,0;2520,0;0,0;0,0;-100,0;3,27;0,01
'05/08/2022 15:27:17;-24,0;0;13,1;636,9;-30,9;106,1;-29,5;1002,0;-6370,0;-10150,0;-210,0;0,0;0,0;-100,0;3,28;0,01
'05/08/2022 15:27:18;-24,0;0;13,2;636,9;-30,9;108,5;-29,8;1036,1;-4340,0;-6580,0;0,0;0,0;0,0;-100,0;3,28;0,01
'05/08/2022 15:27:19;-24,0;0;13,1;637,0;-30,9;105,7;-27,5;1040,9;4130,0;12320,0;1330,0;0,0;0,0;-100,0;3,29;0,01
