

New start of logging. Datetime: 2022.05.08_134619 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'05/08/2022 13:46:56;39,1;20;974,7;40,7;36,6;-8,5;-84,2;1007,7;-9940,0;-5810,0;4130,0;9,5;78,3;-100,0;4,22;0,04
'05/08/2022 13:46:57;39,1;20;974,8;40,7;36,6;-65,0;-120,3;1002,1;10010,0;-1120,0;-8120,0;9,6;80,5;-100,0;4,22;0,05
'05/08/2022 13:46:58;39,1;20;974,7;40,7;36,6;-45,1;-107,1;1006,8;5950,0;-770,0;-17010,0;9,8;84,2;-100,0;4,22;0,04
'05/08/2022 13:46:59;39,1;20;974,8;40,7;36,6;7,8;-93,0;1008,8;4830,0;5320,0;48580,0;9,9;86,3;-100,0;4,22;0,05
'05/08/2022 13:47:00;39,1;20;974,8;40,7;36,6;52,6;-92,3;1007,6;-210,0;2590,0;-8540,0;9,9;88,9;-100,0;4,22;0,04
'05/08/2022 13:47:01;39,2;20;974,9;40,8;36,7;52,5;-83,9;1009,5;2520,0;-1680,0;3290,0;9,9;89,2;-100,0;4,22;0,05
'05/08/2022 13:47:02;39,2;20;974,8;40,8;36,7;38,6;-64,5;1011,6;-3500,0;-12040,0;11270,0;10,1;92,1;-100,0;4,22;0,04
'05/08/2022 13:47:03;39,2;20;974,8;40,8;36,6;41,5;-66,6;1011,8;5250,0;-2450,0;-2590,0;10,2;93,4;-100,0;4,22;0,05
'05/08/2022 13:47:04;39,1;20;974,7;40,7;36,7;38,6;-62,4;1011,1;-10920,0;1610,0;-30100,0;10,2;94,7;-100,0;4,22;0,04
'05/08/2022 13:47:04;39,1;20;974,7;40,7;36,7;38,6;-62,4;1011,1;-10920,0;1610,0;-30100,0;10,1;95,8;-100,0;4,22;0,05
'05/08/2022 13:47:05;39,1;20;974,8;40,7;36,6;-30,9;-14,3;1008,3;2380,0;-8820,0;-1680,0;10,1;94,8;-100,0;4,22;0,04
'05/08/2022 13:47:06;39,1;19;974,7;40,7;36,6;-141,6;55,8;993,3;-15470,0;-23100,0;-6370,0;10,1;96,4;-100,0;4,22;0,05
'05/08/2022 13:47:07;39,1;19;974,7;40,7;36,6;-156,2;4,0;993,9;42070,0;14210,0;4410,0;9,8;92,9;-100,0;4,22;0,04
'05/08/2022 13:47:08;39,1;19;974,7;40,7;36,6;-233,9;7,5;980,0;8820,0;-20860,0;-13580,0;9,7;91,6;-100,0;4,22;0,05
'05/08/2022 13:47:09;39,1;19;974,8;40,7;36,5;-264,1;1,2;977,3;-32620,0;21700,0;21210,0;9,5;88,2;-100,0;4,22;0,04
'05/08/2022 13:47:10;39,1;19;974,8;40,7;36,6;-236,6;-33,6;984,1;11760,0;8750,0;-17570,0;9,5;88,4;-100,0;4,22;0,05
'05/08/2022 13:47:11;39,1;19;974,8;40,7;36,6;-157,7;-68,3;995,5;-5110,0;-1330,0;4760,0;9,5;88,4;-100,0;4,22;0,04
'05/08/2022 13:47:12;39,1;19;974,8;40,6;36,5;-108,6;-80,0;1000,7;-16660,0;-5250,0;8330,0;9,5;88,3;-100,0;4,22;0,05
'05/08/2022 13:47:13;39,0;19;974,7;40,6;36,5;-87,9;-83,7;1001,3;-4340,0;-13720,0;-2310,0;9,4;86,9;-100,0;4,22;0,04
'05/08/2022 13:47:14;39,0;19;974,8;40,6;36,5;-31,0;-53,3;1006,7;-34370,0;24360,0;12040,0;9,4;85,8;-100,0;4,22;0,05
'05/08/2022 13:47:15;39,0;19;974,8;40,6;36,5;-19,5;-96,3;1005,8;-3780,0;5530,0;-4550,0;9,6;87,6;-100,0;4,22;0,04
'05/08/2022 13:47:15;39,0;19;974,9;40,6;36,4;-26,9;-104,2;1006,8;-9730,0;11340,0;-7980,0;9,8;89,3;-100,0;4,22;0,05
'05/08/2022 13:47:16;39,0;19;974,7;40,6;36,5;-60,3;-135,2;1000,8;-26110,0;-9660,0;15750,0;9,7;86,9;-100,0;4,22;0,04
'05/08/2022 13:47:17;39,0;19;974,7;40,6;36,5;-55,7;-156,8;999,6;-420,0;7210,0;-5810,0;9,7;88,3;-100,0;4,22;0,05
'05/08/2022 13:47:18;39,0;19;974,8;40,6;36,5;-35,5;-114,9;1007,5;7140,0;17150,0;3640,0;9,8;90,1;-100,0;4,22;0,04
'05/08/2022 13:47:19;39,0;19;974,7;40,6;36,5;-69,1;-53,1;1007,4;-3920,0;-9660,0;12250,0;9,7;89,8;-100,0;4,22;0,05
'05/08/2022 13:47:20;39,0;19;974,8;40,6;36,5;-50,1;-67,9;1008,8;9730,0;-7000,0;20090,0;9,7;90,8;-100,0;4,22;0,04
'05/08/2022 13:47:21;39,0;19;974,8;40,7;36,5;-28,4;-99,4;1008,2;-16660,0;15050,0;-15890,0;9,6;90,6;-100,0;4,22;0,05
'05/08/2022 13:47:22;39,0;19;974,7;40,6;36,5;-15,8;-157,8;999,7;32550,0;28280,0;-32270,0;9,4;90,5;-100,0;4,22;0,04
'05/08/2022 13:47:23;39,0;19;974,8;40,7;36,5;-38,5;-134,6;1004,3;-4970,0;-9940,0;15680,0;9,3;89,2;-100,0;4,22;0,05
'05/08/2022 13:47:24;39,0;19;974,7;40,7;36,5;-56,4;-148,3;1001,3;-2380,0;-280,0;-20160,0;9,3;86,1;-100,0;4,22;0,04
'05/08/2022 13:47:25;39,0;19;974,9;40,7;36,5;-49,4;-136,5;1004,4;7980,0;-6860,0;-8610,0;9,2;81,9;-100,0;4,22;0,05
'05/08/2022 13:47:26;39,0;19;974,8;40,6;36,5;-90,2;-61,1;1002,2;-11060,0;3850,0;-31780,0;9,1;78,8;-100,0;4,22;0,04
'05/08/2022 13:47:27;39,0;19;974,9;40,6;36,5;-144,4;9,0;1000,0;-5740,0;-140,0;-26320,0;8,9;74,8;-100,0;4,22;0,05
'05/08/2022 13:47:27;39,0;19;974,7;40,7;36,5;-162,4;28,9;995,6;-2170,0;-9170,0;5880,0;8,9;72,5;-100,0;4,22;0,04
'05/08/2022 13:47:28;39,0;19;974,7;40,6;36,5;-53,2;-43,3;1004,5;-12460,0;11690,0;-7420,0;8,7;70,5;-100,0;4,22;0,05
'05/08/2022 13:47:29;39,0;19;974,7;40,7;36,5;-41,0;-79,1;1009,7;4760,0;9380,0;2520,0;8,7;70,0;-100,0;4,22;0,04
'05/08/2022 13:47:30;39,0;19;974,7;40,7;36,5;-76,2;-101,3;1006,6;3360,0;-21350,0;630,0;8,5;66,8;-100,0;4,22;0,05
'05/08/2022 13:47:31;39,0;20;974,8;40,7;36,5;-87,6;-51,1;1004,7;-17920,0;-19250,0;24290,0;8,4;65,2;-100,0;4,22;0,04
'05/08/2022 13:47:32;39,0;20;974,6;40,7;36,5;-95,0;-86,9;1004,4;7350,0;-19950,0;50400,0;8,3;63,0;-100,0;4,22;0,05
'05/08/2022 13:47:33;39,0;19;974,8;40,6;36,4;-55,8;-116,6;1004,6;-9240,0;-2870,0;25130,0;8,1;57,1;-100,0;4,22;0,04
'05/08/2022 13:47:34;39,0;19;974,8;40,7;36,5;7,6;-114,6;1005,9;2870,0;14700,0;-52850,0;8,0;55,0;-100,0;4,22;0,05
'05/08/2022 13:47:35;39,0;19;974,7;40,6;36,5;35,0;-99,9;1007,7;-3500,0;6300,0;-33460,0;7,9;55,2;-100,0;4,22;0,04
'05/08/2022 13:47:36;39,0;19;974,7;40,6;36,5;43,3;-98,6;1008,6;12740,0;3990,0;1190,0;7,8;54,8;-100,0;4,22;0,05
'05/08/2022 13:47:37;39,0;19;974,8;40,6;36,5;40,1;-99,1;1008,0;-1400,0;2800,0;3010,0;7,7;53,0;-100,0;4,22;0,04
'05/08/2022 13:47:38;39,0;19;974,7;40,6;36,5;35,4;-97,5;1008,9;140,0;1190,0;11620,0;7,7;53,5;-100,0;4,22;0,05
'05/08/2022 13:47:38;39,0;19;974,9;40,6;36,5;39,5;-90,1;1009,5;-1890,0;-280,0;-2940,0;7,6;52,1;-100,0;4,22;0,04
'05/08/2022 13:47:39;39,0;19;974,8;40,6;36,4;42,7;-100,7;1008,1;-5810,0;4200,0;18690,0;7,6;51,2;-100,0;4,22;0,05
'05/08/2022 13:47:40;39,0;19;974,7;40,6;36,5;9,6;-118,3;1005,2;-3920,0;-12460,0;32270,0;7,4;49,5;-100,0;4,22;0,04
'05/08/2022 13:47:41;39,0;19;974,8;40,6;36,4;10,4;-97,0;1008,0;-3500,0;-2660,0;-3010,0;7,3;47,3;-100,0;4,22;0,05
'05/08/2022 13:47:42;39,0;19;974,6;40,6;36,4;10,1;-88,6;1010,5;3150,0;-6650,0;-18690,0;7,1;44,6;-100,0;4,22;0,04
'05/08/2022 13:47:43;39,0;19;974,8;40,6;36,4;-28,2;-100,4;1008,0;8050,0;-4900,0;-18620,0;7,0;42,6;-100,0;4,22;0,05
'05/08/2022 13:47:44;39,0;19;974,7;40,6;36,4;-71,2;-119,1;1002,3;-15120,0;-15610,0;-6160,0;6,9;41,8;-100,0;4,22;0,04
'05/08/2022 13:47:45;39,0;20;974,7;40,7;36,5;-42,8;-97,0;1008,9;-17500,0;-560,0;58170,0;6,7;39,9;-100,0;4,22;0,05
'05/08/2022 13:47:46;39,0;20;974,8;40,6;36,5;-8,1;-75,3;1011,2;-3710,0;5110,0;-30660,0;6,6;38,4;-100,0;4,22;0,04
'05/08/2022 13:47:47;39,0;20;974,7;40,7;36,4;16,1;-37,0;1011,7;3360,0;-17290,0;4830,0;6,5;37,5;-100,0;4,22;0,05
'05/08/2022 13:47:48;39,0;20;974,6;40,6;36,4;44,2;-25,2;1011,4;-5250,0;350,0;48440,0;6,4;36,6;-100,0;4,22;0,04
'05/08/2022 13:47:49;39,0;20;974,8;40,6;36,5;65,9;-37,5;1009,7;11270,0;12880,0;-24080,0;6,5;36,4;-100,0;4,22;0,05
'05/08/2022 13:47:50;39,0;20;974,8;40,6;36,5;65,9;-37,5;1009,7;11270,0;12880,0;-24080,0;6,5;36,6;-100,0;4,22;0,04
'05/08/2022 13:47:50;39,0;19;974,8;40,7;36,5;30,6;-48,9;1012,1;-8400,0;-770,0;1680,0;6,4;36,8;-100,0;4,22;0,05
'05/08/2022 13:47:51;39,0;19;974,9;40,7;36,5;9,8;-65,9;1011,9;11620,0;-30380,0;15610,0;6,4;36,4;-100,0;4,22;0,04
'05/08/2022 13:47:52;39,0;19;974,8;40,7;36,5;1,1;-84,6;1010,3;-4830,0;-14910,0;-3640,0;6,4;36,9;-100,0;4,22;0,05
'05/08/2022 13:47:53;39,0;19;974,8;40,6;36,4;-9,0;-71,9;1011,3;-2310,0;-8680,0;20930,0;6,5;38,5;-100,0;4,22;0,04
'05/08/2022 13:47:54;39,0;19;974,8;40,6;36,5;-27,0;-35,3;1012,5;1960,0;-3360,0;-5950,0;6,6;39,8;-100,0;4,22;0,05
'05/08/2022 13:47:55;39,0;19;974,8;40,6;36,5;-42,9;-16,1;1012,4;0,0;3920,0;-15400,0;6,5;40,2;-100,0;4,22;0,04
'05/08/2022 13:47:56;39,0;19;974,9;40,7;36,4;-51,0;-35,6;1011,9;-840,0;-7000,0;25200,0;6,5;38,8;-100,0;4,22;0,05
'05/08/2022 13:47:57;39,0;19;974,7;40,6;36,5;-44,5;-49,8;1012,4;5950,0;-8750,0;6580,0;6,5;39,2;-100,0;4,22;0,04
'05/08/2022 13:47:58;39,0;19;974,7;40,6;36,5;-19,8;-72,5;1011,3;-5180,0;7420,0;7630,0;6,5;39,8;-100,0;4,22;0,05
'05/08/2022 13:47:59;39,0;19;974,7;40,6;36,4;-30,6;-91,0;1008,6;-5390,0;2730,0;13300,0;6,5;37,9;-100,0;4,22;0,04
'05/08/2022 13:48:00;39,0;19;974,8;40,6;36,4;-37,8;-92,0;1008,1;7770,0;140,0;-8190,0;6,5;38,8;-100,0;4,22;0,05
'05/08/2022 13:48:01;38,9;19;974,7;40,6;36,3;-40,3;-87,0;1008,5;1540,0;1120,0;-3360,0;6,6;41,1;-100,0;4,22;0,04
'05/08/2022 13:48:02;38,9;19;974,8;40,5;36,4;-41,5;-95,3;1008,4;1960,0;700,0;6160,0;6,9;45,9;-100,0;4,22;0,05
'05/08/2022 13:48:02;38,9;19;974,7;40,5;36,4;-42,8;-96,7;1008,9;16660,0;-6230,0;-13300,0;6,9;46,9;-100,0;4,22;0,04
'05/08/2022 13:48:03;38,9;19;974,8;40,5;36,3;-25,6;-84,7;1009,6;2660,0;4340,0;-10430,0;7,1;48,2;-100,0;4,22;0,05
'05/08/2022 13:48:04;38,9;19;974,9;40,4;36,2;-36,7;-99,6;1006,7;15050,0;-7840,0;3500,0;7,5;52,5;-100,0;4,22;0,04
'05/08/2022 13:48:05;38,8;19;974,7;40,4;36,3;-38,2;-98,3;1006,2;-2240,0;5460,0;-12670,0;7,7;53,6;-100,0;4,22;0,05
'05/08/2022 13:48:06;38,8;19;974,8;40,4;36,2;-34,8;-105,0;1005,8;1330,0;1330,0;2240,0;7,8;55,1;-100,0;4,22;0,04
'05/08/2022 13:48:07;38,8;19;974,7;40,4;36,3;-31,7;-97,8;1006,7;3920,0;1120,0;-27650,0;7,8;55,8;-100,0;4,22;0,05
'05/08/2022 13:48:08;38,8;19;974,8;40,3;36,2;-38,4;-102,4;1006,6;5530,0;-5390,0;17430,0;7,9;56,4;-100,0;4,22;0,04
'05/08/2022 13:48:09;38,8;19;974,9;40,4;36,2;-40,7;-95,8;1007,2;-3010,0;7770,0;-20440,0;7,9;57,1;-100,0;4,22;0,05
'05/08/2022 13:48:10;38,8;19;974,8;40,3;36,2;-42,2;-98,6;1007,1;-3990,0;-6160,0;22190,0;8,0;57,7;-100,0;4,22;0,04
'05/08/2022 13:48:11;38,8;19;974,7;40,3;36,2;-41,7;-96,3;1006,8;-6160,0;-5810,0;-10010,0;8,1;59,7;-100,0;4,22;0,05
'05/08/2022 13:48:12;38,8;19;974,8;40,3;36,2;-41,6;-88,9;1008,5;9870,0;-10500,0;-980,0;8,2;60,2;-100,0;4,22;0,04
'05/08/2022 13:48:13;38,8;19;974,7;40,4;36,2;-42,5;-90,3;1009,0;-3710,0;-5810,0;10780,0;8,3;64,4;-100,0;4,22;0,05
'05/08/2022 13:48:14;38,8;19;974,8;40,4;36,2;-42,9;-92,4;1008,3;-3920,0;-25130,0;-8750,0;8,4;65,3;-100,0;4,22;0,04
'05/08/2022 13:48:14;38,8;19;974,8;40,4;36,2;-44,2;-91,1;1008,9;9520,0;980,0;8960,0;8,5;66,6;-100,0;4,22;0,05
'05/08/2022 13:48:15;38,8;19;974,8;40,4;36,1;-42,5;-92,3;1009,7;-8750,0;-1120,0;-10850,0;8,6;67,9;-100,0;4,22;0,04
'05/08/2022 13:48:16;38,7;19;974,8;40,3;36,2;-45,3;-95,3;1008,3;12040,0;4830,0;8680,0;8,7;69,6;-100,0;4,22;0,05
'05/08/2022 13:48:17;38,7;19;974,7;40,3;36,2;-45,7;-98,6;1007,5;9240,0;-5810,0;-3780,0;8,8;69,3;-100,0;4,22;0,04
'05/08/2022 13:48:18;38,7;19;974,8;40,3;36,1;-48,7;-100,7;1007,2;12320,0;-5810,0;1680,0;8,8;69,9;-100,0;4,22;0,05
'05/08/2022 13:48:19;38,7;19;974,8;40,3;36,1;-47,2;-99,2;1006,6;-15540,0;-8330,0;-1190,0;8,8;69,7;-100,0;4,22;0,04
'05/08/2022 13:48:20;38,7;19;974,8;40,2;36,1;-42,6;-101,9;1007,2;1750,0;2730,0;2870,0;8,8;69,3;-100,0;4,22;0,05
'05/08/2022 13:48:21;38,6;19;974,8;40,2;36,1;-44,9;-100,8;1005,4;-14280,0;2800,0;-2940,0;8,8;69,5;-100,0;4,22;0,04
'05/08/2022 13:48:22;38,6;19;974,7;40,2;36,0;-42,0;-101,4;1005,5;3010,0;8470,0;6720,0;8,9;69,3;-100,0;4,22;0,05
'05/08/2022 13:48:23;38,6;19;974,7;40,2;36,0;-40,6;-97,8;1006,4;0,0;3080,0;-6230,0;8,9;71,4;-100,0;4,22;0,04
'05/08/2022 13:48:24;38,6;19;974,9;40,2;36,0;-40,7;-93,3;1007,6;1960,0;-4480,0;4410,0;8,9;71,6;-100,0;4,22;0,05
'05/08/2022 13:48:25;38,6;19;974,7;40,2;36,0;-40,3;-94,8;1007,2;140,0;-7140,0;-4970,0;8,9;71,8;-100,0;4,22;0,04
'05/08/2022 13:48:26;38,6;19;974,8;40,2;36,0;-40,7;-92,9;1007,8;10920,0;-13090,0;-4410,0;8,9;72,2;-100,0;4,22;0,05
'05/08/2022 13:48:26;38,6;19;974,8;40,2;36,0;-38,7;-89,5;1008,1;1890,0;-3430,0;7350,0;8,8;71,1;-100,0;4,22;0,04
'05/08/2022 13:48:27;38,6;19;974,8;40,2;36,0;-38,5;-83,9;1008,8;-770,0;-1470,0;-6510,0;8,9;70,8;-100,0;4,22;0,05
'05/08/2022 13:48:28;38,6;19;974,8;40,1;35,9;-41,2;-77,7;1009,2;-840,0;-70,0;5810,0;8,8;69,1;-100,0;4,22;0,04
'05/08/2022 13:48:29;38,6;19;974,9;40,2;36,0;-41,5;-77,8;1009,4;-5180,0;-910,0;1750,0;8,5;63,8;-100,0;4,22;0,05
'05/08/2022 13:48:30;38,6;19;974,8;40,2;36,0;-42,2;-75,2;1009,9;700,0;70,0;-70,0;8,3;60,5;-100,0;4,22;0,04
'05/08/2022 13:48:31;38,6;19;974,7;40,2;36,0;-42,3;-77,0;1009,4;-4340,0;-8050,0;0,0;8,2;59,2;-100,0;4,22;0,05
'05/08/2022 13:48:32;38,6;19;974,9;40,1;36,0;-42,6;-77,8;1009,2;-7910,0;-6370,0;-5880,0;7,7;54,7;-100,0;4,22;0,04
'05/08/2022 13:48:33;38,6;19;974,8;40,1;36,0;-40,5;-77,3;1009,1;630,0;-2590,0;4620,0;7,5;53,3;-100,0;4,22;0,05
'05/08/2022 13:48:34;38,5;19;974,7;40,1;36,0;-40,4;-76,9;1009,4;700,0;210,0;6230,0;7,6;53,5;-100,0;4,22;0,04
'05/08/2022 13:48:35;38,5;19;974,8;40,1;35,9;-43,4;-73,1;1009,9;3640,0;420,0;-7490,0;7,5;51,9;-100,0;4,22;0,05
'05/08/2022 13:48:36;38,5;19;974,8;40,1;35,9;-43,4;-73,1;1009,9;3640,0;420,0;-7490,0;7,6;51,6;-100,0;4,22;0,04
'05/08/2022 13:48:37;38,5;19;974,7;40,1;35,9;-44,0;-73,3;1009,6;-700,0;-3010,0;6300,0;7,5;51,0;-100,0;4,22;0,05
'05/08/2022 13:48:38;38,6;19;974,8;40,1;35,9;-43,1;-72,7;1010,2;4200,0;5320,0;-6160,0;7,4;50,1;-100,0;4,22;0,04
'05/08/2022 13:48:38;38,5;19;974,8;40,1;35,9;-41,5;-74,0;1010,2;-1330,0;3010,0;6300,0;7,4;49,2;-100,0;4,22;0,05
'05/08/2022 13:48:39;38,5;19;974,8;40,1;36,0;-40,3;-74,9;1010,2;-3220,0;3010,0;-3780,0;7,4;48,3;-100,0;4,22;0,04
'05/08/2022 13:48:40;38,5;19;974,8;40,1;36,0;-40,2;-76,1;1009,9;-350,0;-840,0;3080,0;7,2;43,7;-100,0;4,22;0,05
'05/08/2022 13:48:41;38,5;19;974,8;40,1;36,0;-40,7;-76,9;1010,1;910,0;1330,0;-4200,0;7,1;42,5;-100,0;4,22;0,04
'05/08/2022 13:48:42;38,5;19;974,8;40,1;35,9;-32,2;-76,2;1010,7;-3010,0;1330,0;-7350,0;7,0;41,6;-100,0;4,22;0,05
'05/08/2022 13:48:43;38,5;19;974,8;40,1;36,0;-29,5;-79,1;1010,7;-4620,0;-1610,0;15540,0;7,0;40,5;-100,0;4,22;0,04
'05/08/2022 13:48:44;38,5;19;974,8;40,2;36,0;-17,9;-81,6;1010,8;4970,0;-2730,0;-13300,0;6,9;39,1;-100,0;4,22;0,05
'05/08/2022 13:48:45;38,5;19;974,8;40,2;35,9;-8,7;-79,7;1011,1;-2660,0;0,0;3290,0;6,9;38,2;-100,0;4,22;0,04
'05/08/2022 13:48:46;38,5;19;974,8;40,2;35,9;-15,5;-77,8;1011,2;910,0;-840,0;-3150,0;6,9;37,4;-100,0;4,22;0,05
'05/08/2022 13:48:47;38,5;19;974,8;40,2;36,0;-23,9;-77,2;1011,2;-140,0;-2240,0;3990,0;7,0;38,4;-100,0;4,22;0,04
'05/08/2022 13:48:48;38,5;19;974,9;40,2;36,0;-30,3;-76,7;1011,1;-2870,0;-2030,0;-1960,0;7,2;42,5;-100,0;4,22;0,05
