

New start of logging. Datetime: 2022.05.10_003347 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
47;'05/10/2022 00:34:30;'183451090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
48;'05/10/2022 00:34:31;'183452090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
49;'05/10/2022 00:34:32;'183453090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
50;'05/10/2022 00:34:33;'183454090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
51;'05/10/2022 00:34:34;'183455090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
52;'05/10/2022 00:34:35;'183456090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
53;'05/10/2022 00:34:35;'183457090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
54;'05/10/2022 00:34:36;'183458090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
55;'05/10/2022 00:34:37;'183459090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
56;'05/10/2022 00:34:38;'183500090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
57;'05/10/2022 00:34:39;'183501090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
58;'05/10/2022 00:34:40;'183502090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
59;'05/10/2022 00:34:41;'183503090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
60;'05/10/2022 00:34:42;'183504090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
61;'05/10/2022 00:34:43;'183505090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
62;'05/10/2022 00:34:44;'183506090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
63;'05/10/2022 00:34:45;'183507090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
64;'05/10/2022 00:34:46;'183508090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
65;'05/10/2022 00:34:47;'183509090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
66;'05/10/2022 00:34:48;'183510090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
67;'05/10/2022 00:34:48;'183511090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
68;'05/10/2022 00:34:49;'183512090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
69;'05/10/2022 00:34:50;'183513090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
70;'05/10/2022 00:34:51;'183514090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
71;'05/10/2022 00:34:52;'183515090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
72;'05/10/2022 00:34:53;'183516090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
73;'05/10/2022 00:34:54;'183517090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
74;'05/10/2022 00:34:55;'183518090522;FIX;OK;65,7290726;40,68349;438,0;0,00;0,0
75;'05/10/2022 00:34:56;'183519090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
76;'05/10/2022 00:34:57;'183520090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
77;'05/10/2022 00:34:58;'183521090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
78;'05/10/2022 00:34:59;'183522090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
79;'05/10/2022 00:35:00;'183523090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
80;'05/10/2022 00:35:01;'183524090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
81;'05/10/2022 00:35:01;'183525090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
82;'05/10/2022 00:35:02;'183526090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
83;'05/10/2022 00:35:03;'183527090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
84;'05/10/2022 00:35:04;'183528090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
85;'05/10/2022 00:35:05;'183529090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
86;'05/10/2022 00:35:06;'183530090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
87;'05/10/2022 00:35:07;'183531090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
88;'05/10/2022 00:35:08;'183532090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
89;'05/10/2022 00:35:09;'183533090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
90;'05/10/2022 00:35:10;'183534090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
91;'05/10/2022 00:35:11;'183535090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
92;'05/10/2022 00:35:12;'183536090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
93;'05/10/2022 00:35:13;'183537090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
94;'05/10/2022 00:35:13;'183538090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
95;'05/10/2022 00:35:14;'183539090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
96;'05/10/2022 00:35:15;'183540090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
97;'05/10/2022 00:35:16;'183541090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
98;'05/10/2022 00:35:17;'183542090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
99;'05/10/2022 00:35:18;'183543090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
100;'05/10/2022 00:35:19;'183544090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
101;'05/10/2022 00:35:20;'183545090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
102;'05/10/2022 00:35:21;'183546090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
103;'05/10/2022 00:35:22;'183547090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
104;'05/10/2022 00:35:23;'183548090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
105;'05/10/2022 00:35:24;'183549090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
106;'05/10/2022 00:35:25;'183550090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
107;'05/10/2022 00:35:26;'183551090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
108;'05/10/2022 00:35:26;'183552090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
109;'05/10/2022 00:35:27;'183553090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
110;'05/10/2022 00:35:28;'183554090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
111;'05/10/2022 00:35:29;'183555090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
112;'05/10/2022 00:35:30;'183556090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
113;'05/10/2022 00:35:31;'183557090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
114;'05/10/2022 00:35:32;'183558090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
115;'05/10/2022 00:35:33;'183559090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
116;'05/10/2022 00:35:34;'183600090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
117;'05/10/2022 00:35:35;'183601090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
118;'05/10/2022 00:35:36;'183602090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
119;'05/10/2022 00:35:37;'183603090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
120;'05/10/2022 00:35:38;'183604090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
121;'05/10/2022 00:35:39;'183605090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
122;'05/10/2022 00:35:39;'183606090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
123;'05/10/2022 00:35:40;'183607090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
124;'05/10/2022 00:35:41;'183608090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
125;'05/10/2022 00:35:42;'183609090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
126;'05/10/2022 00:35:43;'183610090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
127;'05/10/2022 00:35:44;'183611090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
128;'05/10/2022 00:35:45;'183612090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
129;'05/10/2022 00:35:46;'183613090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
130;'05/10/2022 00:35:47;'183614090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
131;'05/10/2022 00:35:48;'183615090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
132;'05/10/2022 00:35:49;'183616090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
133;'05/10/2022 00:35:50;'183617090522;FIX;OK;65,7290726;40,68349;437,9;0,00;0,0
