

New start of logging. Datetime: 2022.05.10_004027 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
18;'05/10/2022 00:40:43;'042850110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
19;'05/10/2022 00:40:44;'042851110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
20;'05/10/2022 00:40:45;'042852110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
21;'05/10/2022 00:40:46;'042853110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
22;'05/10/2022 00:40:47;'042854110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
23;'05/10/2022 00:40:48;'042855110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
24;'05/10/2022 00:40:49;'042856110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
25;'05/10/2022 00:40:50;'042857110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
26;'05/10/2022 00:40:50;'042858110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
27;'05/10/2022 00:40:51;'042859110522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
28;'05/10/2022 00:40:52;'042900110522;FIX;OK;65,7290344;40,68351;429,1;0,17;0,0
29;'05/10/2022 00:40:53;'042902110522;FIX;OK;65,7290268;40,68351;429,6;0,19;0,0
30;'05/10/2022 00:40:54;'042903110522;FIX;OK;65,7290344;40,68351;428,3;0,04;0,0
31;'05/10/2022 00:40:55;'042904110522;FIX;OK;65,7290268;40,68351;428,2;0,19;0,0
32;'05/10/2022 00:40:56;'042905110522;FIX;OK;65,7290192;40,68352;426,0;0,33;0,0
33;'05/10/2022 00:40:57;'042906110522;FIX;OK;65,7290268;40,68351;429,0;0,24;0,0
34;'05/10/2022 00:40:58;'042907110522;FIX;OK;65,7290344;40,68351;427,9;0,26;0,0
35;'05/10/2022 00:40:59;'042908110522;FIX;OK;65,7290344;40,68351;427,4;0,11;0,0
36;'05/10/2022 00:41:00;'042909110522;FIX;OK;65,7290421;40,68351;427,4;0,09;0,0
37;'05/10/2022 00:41:01;'042910110522;FIX;OK;65,7290421;40,68351;428,5;0,17;0,0
38;'05/10/2022 00:41:02;'042911110522;FIX;OK;65,7290344;40,68351;428,9;0,11;0,0
39;'05/10/2022 00:41:03;'042912110522;FIX;OK;65,7290344;40,68350;428,5;0,13;0,0
40;'05/10/2022 00:41:03;'042913110522;FIX;OK;65,7290268;40,68350;429,4;0,00;0,0
41;'05/10/2022 00:41:04;'042914110522;FIX;OK;65,7290344;40,68351;429,7;0,09;0,0
42;'05/10/2022 00:41:05;'042915110522;FIX;OK;65,7290344;40,68351;430,4;0,13;0,0
43;'05/10/2022 00:41:06;'042916110522;FIX;OK;65,7290344;40,68351;428,5;0,41;0,0
44;'05/10/2022 00:41:07;'042917110522;FIX;OK;65,7290268;40,68351;428,3;0,09;0,0
45;'05/10/2022 00:41:08;'042918110522;FIX;OK;65,7290421;40,68351;428,4;0,13;0,0
46;'05/10/2022 00:41:09;'042919110522;FIX;OK;65,7290421;40,68351;430,1;0,17;0,0
47;'05/10/2022 00:41:10;'042920110522;FIX;OK;65,7290421;40,68351;428,6;0,17;0,0
48;'05/10/2022 00:41:11;'042921110522;FIX;OK;65,7290268;40,68351;430,1;0,28;0,0
49;'05/10/2022 00:41:12;'042922110522;FIX;OK;65,7290344;40,68351;429,9;0,22;0,0
50;'05/10/2022 00:41:13;'042923110522;FIX;OK;65,7290344;40,68351;429,5;0,22;0,0
51;'05/10/2022 00:41:14;'042924110522;FIX;OK;65,7290497;40,68352;429,8;0,11;0,0
52;'05/10/2022 00:41:15;'042925110522;FIX;OK;65,7290421;40,68351;428,2;0,15;0,0
53;'05/10/2022 00:41:16;'042926110522;FIX;OK;65,7290421;40,68352;428,5;0,11;0,0
54;'05/10/2022 00:41:16;'042927110522;FIX;OK;65,7290421;40,68352;429,1;0,07;0,0
55;'05/10/2022 00:41:17;'042928110522;FIX;OK;65,7290421;40,68352;430,2;0,19;0,0
56;'05/10/2022 00:41:18;'042929110522;FIX;OK;65,7290421;40,68351;429,2;0,17;0,0
57;'05/10/2022 00:41:19;'042930110522;FIX;OK;65,7290344;40,68351;430,8;0,09;0,0
58;'05/10/2022 00:41:20;'042931110522;FIX;OK;65,7290344;40,68351;430,7;0,00;0,0
59;'05/10/2022 00:41:21;'042932110522;FIX;OK;65,7290344;40,68351;430,7;0,00;0,0
60;'05/10/2022 00:41:22;'042933110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
61;'05/10/2022 00:41:23;'042934110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
62;'05/10/2022 00:41:24;'042935110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
63;'05/10/2022 00:41:25;'042936110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
64;'05/10/2022 00:41:26;'042937110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
65;'05/10/2022 00:41:27;'042938110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
66;'05/10/2022 00:41:28;'042939110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
67;'05/10/2022 00:41:28;'042940110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
68;'05/10/2022 00:41:29;'042941110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
69;'05/10/2022 00:41:30;'042942110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
70;'05/10/2022 00:41:31;'042943110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
71;'05/10/2022 00:41:32;'042944110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
72;'05/10/2022 00:41:33;'042945110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
73;'05/10/2022 00:41:34;'042946110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
74;'05/10/2022 00:41:35;'042947110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
75;'05/10/2022 00:41:36;'042948110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
76;'05/10/2022 00:41:37;'042949110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
77;'05/10/2022 00:41:38;'042950110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
78;'05/10/2022 00:41:39;'042951110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
79;'05/10/2022 00:41:40;'042952110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
80;'05/10/2022 00:41:41;'042953110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
81;'05/10/2022 00:41:41;'042954110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
82;'05/10/2022 00:41:42;'042955110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
83;'05/10/2022 00:41:43;'042956110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
84;'05/10/2022 00:41:44;'042957110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
85;'05/10/2022 00:41:45;'042958110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
86;'05/10/2022 00:41:46;'042959110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
87;'05/10/2022 00:41:47;'043000110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
88;'05/10/2022 00:41:48;'043001110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
89;'05/10/2022 00:41:49;'043002110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
90;'05/10/2022 00:41:50;'043003110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
91;'05/10/2022 00:41:51;'043004110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
92;'05/10/2022 00:41:52;'043005110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
93;'05/10/2022 00:41:53;'043006110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
94;'05/10/2022 00:41:53;'043007110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
95;'05/10/2022 00:41:54;'043008110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
96;'05/10/2022 00:41:55;'043009110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
97;'05/10/2022 00:41:56;'043010110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
98;'05/10/2022 00:41:57;'043011110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
99;'05/10/2022 00:41:58;'043012110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
100;'05/10/2022 00:41:59;'043013110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
101;'05/10/2022 00:42:00;'043014110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
102;'05/10/2022 00:42:01;'043015110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
103;'05/10/2022 00:42:02;'043016110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
104;'05/10/2022 00:42:03;'043017110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
105;'05/10/2022 00:42:04;'043018110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
106;'05/10/2022 00:42:05;'043019110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
107;'05/10/2022 00:42:06;'043020110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
108;'05/10/2022 00:42:06;'043021110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
109;'05/10/2022 00:42:07;'043022110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
110;'05/10/2022 00:42:08;'043023110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
111;'05/10/2022 00:42:09;'043024110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
112;'05/10/2022 00:42:10;'043025110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
113;'05/10/2022 00:42:11;'043026110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
114;'05/10/2022 00:42:12;'043027110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
115;'05/10/2022 00:42:13;'043028110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
116;'05/10/2022 00:42:14;'043029110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
117;'05/10/2022 00:42:15;'043030110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
118;'05/10/2022 00:42:16;'043031110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
119;'05/10/2022 00:42:17;'043032110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
120;'05/10/2022 00:42:18;'043033110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
121;'05/10/2022 00:42:19;'043034110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
122;'05/10/2022 00:42:19;'043035110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
123;'05/10/2022 00:42:20;'043036110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
124;'05/10/2022 00:42:21;'043037110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
125;'05/10/2022 00:42:22;'043038110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
126;'05/10/2022 00:42:23;'043039110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
127;'05/10/2022 00:42:24;'043040110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
128;'05/10/2022 00:42:25;'043041110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
129;'05/10/2022 00:42:26;'043042110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
130;'05/10/2022 00:42:27;'043043110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
131;'05/10/2022 00:42:28;'043044110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
132;'05/10/2022 00:42:29;'043045110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
133;'05/10/2022 00:42:30;'043046110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
134;'05/10/2022 00:42:31;'043047110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
135;'05/10/2022 00:42:31;'043048110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
136;'05/10/2022 00:42:32;'043049110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
137;'05/10/2022 00:42:33;'043050110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
138;'05/10/2022 00:42:34;'043051110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
139;'05/10/2022 00:42:35;'043052110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
140;'05/10/2022 00:42:36;'043053110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
141;'05/10/2022 00:42:37;'043054110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
142;'05/10/2022 00:42:38;'043055110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
143;'05/10/2022 00:42:39;'043056110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
144;'05/10/2022 00:42:40;'043057110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
145;'05/10/2022 00:42:41;'043058110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
146;'05/10/2022 00:42:42;'043059110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
147;'05/10/2022 00:42:43;'043100110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
148;'05/10/2022 00:42:44;'043101110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
149;'05/10/2022 00:42:44;'043102110522;FIX;OK;65,7290344;40,68351;431,3;0,00;0,0
150;'05/10/2022 00:42:45;'043103110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
151;'05/10/2022 00:42:46;'043104110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
152;'05/10/2022 00:42:47;'043105110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
153;'05/10/2022 00:42:48;'043106110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
154;'05/10/2022 00:42:49;'043107110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
155;'05/10/2022 00:42:50;'043108110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
156;'05/10/2022 00:42:51;'043109110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
157;'05/10/2022 00:42:52;'043110110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
158;'05/10/2022 00:42:53;'043111110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
159;'05/10/2022 00:42:54;'043112110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
160;'05/10/2022 00:42:55;'043113110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
161;'05/10/2022 00:42:56;'043114110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
162;'05/10/2022 00:42:57;'043115110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
163;'05/10/2022 00:42:57;'043116110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
164;'05/10/2022 00:42:58;'043117110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
165;'05/10/2022 00:42:59;'043118110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
166;'05/10/2022 00:43:00;'043119110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
167;'05/10/2022 00:43:01;'043120110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
168;'05/10/2022 00:43:02;'043121110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
169;'05/10/2022 00:43:03;'043122110522;FIX;OK;65,7290344;40,68351;431,4;0,00;0,0
170;'05/10/2022 00:43:04;'043123110522;FIX;OK;65,7290344;40,68351;431,5;0,00;0,0
171;'05/10/2022 00:43:05;'043124110522;FIX;OK;65,7290344;40,68351;431,5;0,00;0,0
172;'05/10/2022 00:43:06;'043125110522;FIX;OK;65,7290344;40,68351;431,5;0,00;0,0
173;'05/10/2022 00:43:07;'043126110522;FIX;OK;65,7290344;40,68351;431,5;0,00;0,0
174;'05/10/2022 00:43:08;'043127110522;FIX;OK;65,7290344;40,68351;431,5;0,00;0,0
175;'05/10/2022 00:43:09;'043128110522;FIX;OK;65,7290344;40,68351;431,6;0,00;0,0
176;'05/10/2022 00:43:09;'043129110522;FIX;OK;65,7290344;40,68351;431,6;0,00;0,0
177;'05/10/2022 00:43:10;'043130110522;FIX;OK;65,7290344;40,68351;431,6;0,00;0,0
178;'05/10/2022 00:43:11;'043131110522;FIX;OK;65,7290344;40,68351;431,7;0,00;0,0
179;'05/10/2022 00:43:12;'043132110522;FIX;OK;65,7290344;40,68351;431,7;0,00;0,0
180;'05/10/2022 00:43:13;'043133110522;FIX;OK;65,7290344;40,68351;431,7;0,00;0,0
181;'05/10/2022 00:43:14;'043134110522;FIX;OK;65,7290344;40,68351;431,7;0,00;0,0
182;'05/10/2022 00:43:15;'043135110522;FIX;OK;65,7290344;40,68351;431,8;0,00;0,0
183;'05/10/2022 00:43:16;'043136110522;FIX;OK;65,7290344;40,68351;431,8;0,00;0,0
184;'05/10/2022 00:43:17;'043137110522;FIX;OK;65,7290344;40,68351;431,8;0,00;0,0
185;'05/10/2022 00:43:18;'043138110522;FIX;OK;65,7290344;40,68351;431,9;0,00;0,0
186;'05/10/2022 00:43:19;'043139110522;FIX;OK;65,7290344;40,68351;431,9;0,00;0,0
187;'05/10/2022 00:43:20;'043140110522;FIX;OK;65,7290344;40,68351;431,9;0,00;0,0
188;'05/10/2022 00:43:21;'043141110522;FIX;OK;65,7290344;40,68351;432,0;0,00;0,0
189;'05/10/2022 00:43:22;'043142110522;FIX;OK;65,7290344;40,68351;432,0;0,00;0,0
190;'05/10/2022 00:43:22;'043143110522;FIX;OK;65,7290344;40,68351;432,1;0,00;0,0
191;'05/10/2022 00:43:23;'043144110522;FIX;OK;65,7290344;40,68351;432,1;0,00;0,0
192;'05/10/2022 00:43:24;'043145110522;FIX;OK;65,7290344;40,68351;432,1;0,00;0,0
193;'05/10/2022 00:43:25;'043146110522;FIX;OK;65,7290344;40,68351;432,2;0,00;0,0
194;'05/10/2022 00:43:26;'043147110522;FIX;OK;65,7290344;40,68351;432,2;0,00;0,0
195;'05/10/2022 00:43:27;'043148110522;FIX;OK;65,7290344;40,68351;432,2;0,00;0,0
196;'05/10/2022 00:43:28;'043149110522;FIX;OK;65,7290344;40,68351;432,3;0,00;0,0
197;'05/10/2022 00:43:29;'043150110522;FIX;OK;65,7290344;40,68351;432,3;0,00;0,0
198;'05/10/2022 00:43:30;'043151110522;FIX;OK;65,7290344;40,68351;432,3;0,00;0,0
199;'05/10/2022 00:43:31;'043152110522;FIX;OK;65,7290344;40,68351;432,4;0,00;0,0
200;'05/10/2022 00:43:32;'043153110522;FIX;OK;65,7290344;40,68351;432,4;0,00;0,0
201;'05/10/2022 00:43:33;'043154110522;FIX;OK;65,7290344;40,68351;432,4;0,00;0,0
202;'05/10/2022 00:43:34;'043155110522;FIX;OK;65,7290344;40,68351;432,5;0,00;0,0
203;'05/10/2022 00:43:35;'043156110522;FIX;OK;65,7290344;40,68351;432,5;0,00;0,0
204;'05/10/2022 00:43:35;'043157110522;FIX;OK;65,7290344;40,68351;432,5;0,00;0,0
205;'05/10/2022 00:43:36;'043158110522;FIX;OK;65,7290344;40,68351;432,5;0,00;0,0
206;'05/10/2022 00:43:37;'043159110522;FIX;OK;65,7290344;40,68351;432,6;0,00;0,0
207;'05/10/2022 00:43:38;'043200110522;FIX;OK;65,7290344;40,68351;432,6;0,00;0,0
208;'05/10/2022 00:43:39;'043201110522;FIX;OK;65,7290344;40,68351;432,6;0,00;0,0
209;'05/10/2022 00:43:40;'043202110522;FIX;OK;65,7290344;40,68351;432,7;0,00;0,0
210;'05/10/2022 00:43:41;'043203110522;FIX;OK;65,7290344;40,68351;432,7;0,00;0,0
211;'05/10/2022 00:43:42;'043204110522;FIX;OK;65,7290344;40,68351;432,7;0,00;0,0
212;'05/10/2022 00:43:43;'043205110522;FIX;OK;65,7290344;40,68351;432,7;0,00;0,0
213;'05/10/2022 00:43:44;'043206110522;FIX;OK;65,7290344;40,68351;432,8;0,00;0,0
214;'05/10/2022 00:43:45;'043207110522;FIX;OK;65,7290344;40,68351;432,8;0,00;0,0
215;'05/10/2022 00:43:46;'043208110522;FIX;OK;65,7290344;40,68351;432,8;0,00;0,0
216;'05/10/2022 00:43:47;'043209110522;FIX;OK;65,7290344;40,68351;432,8;0,00;0,0
217;'05/10/2022 00:43:48;'043210110522;FIX;OK;65,7290344;40,68351;432,8;0,00;0,0
218;'05/10/2022 00:43:48;'043211110522;FIX;OK;65,7290344;40,68351;432,9;0,00;0,0
219;'05/10/2022 00:43:49;'043212110522;FIX;OK;65,7290344;40,68351;432,9;0,00;0,0
220;'05/10/2022 00:43:50;'043213110522;FIX;OK;65,7290344;40,68351;432,9;0,00;0,0
221;'05/10/2022 00:43:51;'043214110522;FIX;OK;65,7290344;40,68351;432,9;0,00;0,0
222;'05/10/2022 00:43:52;'043215110522;FIX;OK;65,7290344;40,68351;433,0;0,00;0,0
223;'05/10/2022 00:43:53;'043216110522;FIX;OK;65,7290344;40,68351;433,0;0,00;0,0
224;'05/10/2022 00:43:54;'043217110522;FIX;OK;65,7290344;40,68351;433,0;0,00;0,0
225;'05/10/2022 00:43:55;'043218110522;FIX;OK;65,7290344;40,68351;433,0;0,00;0,0
226;'05/10/2022 00:43:56;'043219110522;FIX;OK;65,7290344;40,68351;433,0;0,00;0,0
227;'05/10/2022 00:43:57;'043220110522;FIX;OK;65,7290344;40,68351;433,0;0,00;0,0
228;'05/10/2022 00:43:58;'043221110522;FIX;OK;65,7290344;40,68351;433,1;0,00;0,0
229;'05/10/2022 00:43:59;'043222110522;FIX;OK;65,7290344;40,68351;433,1;0,00;0,0
230;'05/10/2022 00:44:00;'043223110522;FIX;OK;65,7290344;40,68351;433,1;0,00;0,0
231;'05/10/2022 00:44:00;'043224110522;FIX;OK;65,7290344;40,68351;433,1;0,00;0,0
232;'05/10/2022 00:44:01;'043225110522;FIX;OK;65,7290344;40,68351;433,1;0,00;0,0
233;'05/10/2022 00:44:02;'043226110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
234;'05/10/2022 00:44:03;'043227110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
235;'05/10/2022 00:44:04;'043228110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
236;'05/10/2022 00:44:05;'043229110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
237;'05/10/2022 00:44:06;'043230110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
238;'05/10/2022 00:44:07;'043231110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
239;'05/10/2022 00:44:08;'043232110522;FIX;OK;65,7290344;40,68351;433,2;0,00;0,0
240;'05/10/2022 00:44:09;'043233110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
241;'05/10/2022 00:44:10;'043234110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
242;'05/10/2022 00:44:11;'043235110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
243;'05/10/2022 00:44:12;'043236110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
244;'05/10/2022 00:44:13;'043237110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
245;'05/10/2022 00:44:13;'043238110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
246;'05/10/2022 00:44:14;'043239110522;FIX;OK;65,7290344;40,68351;433,3;0,00;0,0
247;'05/10/2022 00:44:15;'043240110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
248;'05/10/2022 00:44:16;'043241110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
249;'05/10/2022 00:44:17;'043242110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
250;'05/10/2022 00:44:18;'043243110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
251;'05/10/2022 00:44:19;'043244110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
252;'05/10/2022 00:44:20;'043245110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
253;'05/10/2022 00:44:21;'043246110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
254;'05/10/2022 00:44:22;'043247110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
255;'05/10/2022 00:44:23;'043248110522;FIX;OK;65,7290344;40,68351;433,4;0,00;0,0
256;'05/10/2022 00:44:24;'043249110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
257;'05/10/2022 00:44:25;'043250110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
258;'05/10/2022 00:44:26;'043251110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
259;'05/10/2022 00:44:26;'043252110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
260;'05/10/2022 00:44:27;'043253110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
261;'05/10/2022 00:44:28;'043254110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
262;'05/10/2022 00:44:29;'043255110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
263;'05/10/2022 00:44:30;'043256110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
264;'05/10/2022 00:44:31;'043257110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
265;'05/10/2022 00:44:32;'043258110522;FIX;OK;65,7290344;40,68351;433,5;0,00;0,0
