

New start of logging. Datetime: 2022.05.08_004113 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
36;'05/08/2022 00:41:46;'041545080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
37;'05/08/2022 00:41:47;'041546080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
38;'05/08/2022 00:41:48;'041547080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
39;'05/08/2022 00:41:48;'041548080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
40;'05/08/2022 00:41:49;'041549080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
41;'05/08/2022 00:41:50;'041550080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
42;'05/08/2022 00:41:51;'041551080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
43;'05/08/2022 00:41:52;'041552080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
44;'05/08/2022 00:41:53;'041553080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
45;'05/08/2022 00:41:54;'041554080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
46;'05/08/2022 00:41:55;'041555080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
47;'05/08/2022 00:41:56;'041556080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
48;'05/08/2022 00:41:57;'041557080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
49;'05/08/2022 00:41:58;'041558080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
50;'05/08/2022 00:41:59;'041559080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
51;'05/08/2022 00:42:00;'041600080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
52;'05/08/2022 00:42:00;'041601080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
53;'05/08/2022 00:42:01;'041602080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
54;'05/08/2022 00:42:02;'041603080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
55;'05/08/2022 00:42:03;'041604080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
56;'05/08/2022 00:42:04;'041605080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
57;'05/08/2022 00:42:05;'041606080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
58;'05/08/2022 00:42:06;'041607080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
59;'05/08/2022 00:42:07;'041608080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
60;'05/08/2022 00:42:08;'041609080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
61;'05/08/2022 00:42:09;'041610080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
62;'05/08/2022 00:42:10;'041611080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
63;'05/08/2022 00:42:11;'041612080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
64;'05/08/2022 00:42:12;'041613080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
65;'05/08/2022 00:42:13;'041614080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
66;'05/08/2022 00:42:13;'041615080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
67;'05/08/2022 00:42:14;'041616080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
68;'05/08/2022 00:42:15;'041617080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
69;'05/08/2022 00:42:16;'041618080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
70;'05/08/2022 00:42:17;'041619080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
71;'05/08/2022 00:42:18;'041620080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
72;'05/08/2022 00:42:19;'041621080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
73;'05/08/2022 00:42:20;'041622080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
74;'05/08/2022 00:42:21;'041623080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
75;'05/08/2022 00:42:22;'041624080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
76;'05/08/2022 00:42:23;'041625080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
77;'05/08/2022 00:42:24;'041626080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
78;'05/08/2022 00:42:25;'041627080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
79;'05/08/2022 00:42:25;'041628080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
80;'05/08/2022 00:42:26;'041629080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
81;'05/08/2022 00:42:27;'041630080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
82;'05/08/2022 00:42:28;'041631080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
83;'05/08/2022 00:42:29;'041632080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
84;'05/08/2022 00:42:30;'041633080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
85;'05/08/2022 00:42:31;'041634080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
86;'05/08/2022 00:42:32;'041635080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
87;'05/08/2022 00:42:33;'041636080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
88;'05/08/2022 00:42:34;'041637080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
89;'05/08/2022 00:42:35;'041638080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
90;'05/08/2022 00:42:36;'041639080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
91;'05/08/2022 00:42:37;'041640080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
92;'05/08/2022 00:42:37;'041641080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
93;'05/08/2022 00:42:38;'041642080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
94;'05/08/2022 00:42:39;'041643080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
95;'05/08/2022 00:42:40;'041644080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
96;'05/08/2022 00:42:41;'041645080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
97;'05/08/2022 00:42:42;'041646080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
98;'05/08/2022 00:42:43;'041647080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
99;'05/08/2022 00:42:44;'041648080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
100;'05/08/2022 00:42:45;'041649080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
101;'05/08/2022 00:42:46;'041650080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
102;'05/08/2022 00:42:47;'041651080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
103;'05/08/2022 00:42:48;'041652080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
104;'05/08/2022 00:42:49;'041653080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
105;'05/08/2022 00:42:50;'041654080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
106;'05/08/2022 00:42:50;'041655080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
107;'05/08/2022 00:42:51;'041656080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
108;'05/08/2022 00:42:52;'041657080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
109;'05/08/2022 00:42:53;'041658080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
110;'05/08/2022 00:42:54;'041659080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
111;'05/08/2022 00:42:55;'041700080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
112;'05/08/2022 00:42:56;'041701080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
113;'05/08/2022 00:42:57;'041702080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
114;'05/08/2022 00:42:58;'041703080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
115;'05/08/2022 00:42:59;'041704080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
116;'05/08/2022 00:43:00;'041705080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
117;'05/08/2022 00:43:01;'041706080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
118;'05/08/2022 00:43:02;'041707080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
119;'05/08/2022 00:43:02;'041708080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
120;'05/08/2022 00:43:03;'041709080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
121;'05/08/2022 00:43:04;'041710080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
122;'05/08/2022 00:43:05;'041711080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
123;'05/08/2022 00:43:06;'041712080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
124;'05/08/2022 00:43:07;'041713080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
125;'05/08/2022 00:43:08;'041714080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
126;'05/08/2022 00:43:09;'041715080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
127;'05/08/2022 00:43:10;'041716080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
128;'05/08/2022 00:43:11;'041717080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
129;'05/08/2022 00:43:12;'041718080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
130;'05/08/2022 00:43:13;'041719080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
131;'05/08/2022 00:43:14;'041720080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
132;'05/08/2022 00:43:14;'041721080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
133;'05/08/2022 00:43:15;'041722080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
134;'05/08/2022 00:43:16;'041723080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
135;'05/08/2022 00:43:17;'041724080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
136;'05/08/2022 00:43:18;'041725080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
137;'05/08/2022 00:43:19;'041726080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
138;'05/08/2022 00:43:20;'041727080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
139;'05/08/2022 00:43:21;'041728080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
140;'05/08/2022 00:43:22;'041729080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
141;'05/08/2022 00:43:23;'041730080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
142;'05/08/2022 00:43:24;'041731080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
143;'05/08/2022 00:43:25;'041732080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
144;'05/08/2022 00:43:26;'041733080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
145;'05/08/2022 00:43:27;'041734080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
146;'05/08/2022 00:43:27;'041735080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
147;'05/08/2022 00:43:28;'041736080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
148;'05/08/2022 00:43:29;'041737080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
149;'05/08/2022 00:43:30;'041738080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
150;'05/08/2022 00:43:31;'041739080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
151;'05/08/2022 00:43:32;'041740080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
152;'05/08/2022 00:43:33;'041741080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
153;'05/08/2022 00:43:34;'041741080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
154;'05/08/2022 00:43:35;'041743080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
155;'05/08/2022 00:43:36;'041744080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
156;'05/08/2022 00:43:37;'041745080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
157;'05/08/2022 00:43:38;'041746080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
158;'05/08/2022 00:43:39;'041747080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
159;'05/08/2022 00:43:39;'041748080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
160;'05/08/2022 00:43:40;'041749080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
161;'05/08/2022 00:43:41;'041750080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
162;'05/08/2022 00:43:42;'041751080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
163;'05/08/2022 00:43:43;'041752080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
164;'05/08/2022 00:43:44;'041753080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
165;'05/08/2022 00:43:45;'041754080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
166;'05/08/2022 00:43:46;'041755080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
167;'05/08/2022 00:43:47;'041756080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
168;'05/08/2022 00:43:48;'041757080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
169;'05/08/2022 00:43:49;'041758080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
170;'05/08/2022 00:43:50;'041759080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
171;'05/08/2022 00:43:51;'041759080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
172;'05/08/2022 00:43:52;'041801080522;NOF;OK;0,0000000;0,00000;0,0;0,00;0,0
