

New start of logging. Datetime: 2022.05.08_134619 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
102;'05/08/2022 13:47:52;'074823080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
103;'05/08/2022 13:47:53;'074824080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
104;'05/08/2022 13:47:54;'074825080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
105;'05/08/2022 13:47:55;'074826080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
106;'05/08/2022 13:47:56;'074827080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
107;'05/08/2022 13:47:57;'074828080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
108;'05/08/2022 13:47:58;'074829080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
109;'05/08/2022 13:47:59;'074830080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
110;'05/08/2022 13:48:00;'074831080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
111;'05/08/2022 13:48:01;'074832080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
112;'05/08/2022 13:48:02;'074833080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
113;'05/08/2022 13:48:02;'074834080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
114;'05/08/2022 13:48:03;'074835080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
115;'05/08/2022 13:48:04;'074836080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
116;'05/08/2022 13:48:05;'074837080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
117;'05/08/2022 13:48:06;'074838080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
118;'05/08/2022 13:48:07;'074839080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
119;'05/08/2022 13:48:08;'074840080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
120;'05/08/2022 13:48:09;'074841080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
121;'05/08/2022 13:48:10;'074842080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
122;'05/08/2022 13:48:11;'074843080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
123;'05/08/2022 13:48:12;'074844080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
124;'05/08/2022 13:48:13;'074845080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
125;'05/08/2022 13:48:14;'074846080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
126;'05/08/2022 13:48:14;'074847080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
127;'05/08/2022 13:48:15;'074848080522;FIX;OK;65,0048981;40,13293;307,9;0,00;22,0
128;'05/08/2022 13:48:16;'074849080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
129;'05/08/2022 13:48:17;'074850080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
130;'05/08/2022 13:48:18;'074851080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
131;'05/08/2022 13:48:19;'074852080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
132;'05/08/2022 13:48:20;'074853080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
133;'05/08/2022 13:48:21;'074854080522;FIX;OK;65,0048981;40,13293;308,0;0,00;22,0
134;'05/08/2022 13:48:22;'074855080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
135;'05/08/2022 13:48:23;'074856080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
136;'05/08/2022 13:48:24;'074857080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
137;'05/08/2022 13:48:25;'074858080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
138;'05/08/2022 13:48:26;'074859080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
139;'05/08/2022 13:48:26;'074900080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
140;'05/08/2022 13:48:27;'074901080522;FIX;OK;65,0048981;40,13293;308,1;0,00;22,0
141;'05/08/2022 13:48:28;'074902080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
142;'05/08/2022 13:48:29;'074903080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
143;'05/08/2022 13:48:30;'074904080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
144;'05/08/2022 13:48:31;'074905080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
145;'05/08/2022 13:48:32;'074906080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
146;'05/08/2022 13:48:33;'074907080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
147;'05/08/2022 13:48:34;'074908080522;FIX;OK;65,0048981;40,13293;308,2;0,00;22,0
148;'05/08/2022 13:48:35;'074909080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
149;'05/08/2022 13:48:36;'074910080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
150;'05/08/2022 13:48:37;'074911080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
151;'05/08/2022 13:48:38;'074912080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
152;'05/08/2022 13:48:38;'074913080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
153;'05/08/2022 13:48:39;'074914080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
154;'05/08/2022 13:48:40;'074915080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
155;'05/08/2022 13:48:41;'074916080522;FIX;OK;65,0048981;40,13293;308,3;0,00;22,0
156;'05/08/2022 13:48:42;'074917080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
157;'05/08/2022 13:48:43;'074918080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
158;'05/08/2022 13:48:44;'074919080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
159;'05/08/2022 13:48:45;'074920080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
160;'05/08/2022 13:48:46;'074921080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
161;'05/08/2022 13:48:47;'074922080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
162;'05/08/2022 13:48:48;'074923080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
163;'05/08/2022 13:48:49;'074924080522;FIX;OK;65,0048981;40,13293;308,4;0,00;22,0
164;'05/08/2022 13:48:50;'074925080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
165;'05/08/2022 13:48:50;'074926080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
166;'05/08/2022 13:48:51;'074927080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
167;'05/08/2022 13:48:52;'074928080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
168;'05/08/2022 13:48:53;'074929080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
169;'05/08/2022 13:48:54;'074930080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
170;'05/08/2022 13:48:55;'074931080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
171;'05/08/2022 13:48:56;'074932080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
172;'05/08/2022 13:48:57;'074933080522;FIX;OK;65,0048981;40,13293;308,5;0,00;22,0
173;'05/08/2022 13:48:58;'074934080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
174;'05/08/2022 13:48:59;'074935080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
175;'05/08/2022 13:49:00;'074936080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
176;'05/08/2022 13:49:01;'074937080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
177;'05/08/2022 13:49:02;'074938080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
178;'05/08/2022 13:49:02;'074939080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
179;'05/08/2022 13:49:03;'074940080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
180;'05/08/2022 13:49:04;'074941080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
181;'05/08/2022 13:49:05;'074942080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
182;'05/08/2022 13:49:06;'074943080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
183;'05/08/2022 13:49:07;'074944080522;FIX;OK;65,0048981;40,13293;308,6;0,00;22,0
184;'05/08/2022 13:49:08;'074945080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
185;'05/08/2022 13:49:09;'074946080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
186;'05/08/2022 13:49:10;'074947080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
187;'05/08/2022 13:49:11;'074948080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
188;'05/08/2022 13:49:12;'074949080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
189;'05/08/2022 13:49:13;'074950080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
190;'05/08/2022 13:49:14;'074951080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
191;'05/08/2022 13:49:14;'074952080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
192;'05/08/2022 13:49:15;'074953080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
193;'05/08/2022 13:49:16;'074954080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
194;'05/08/2022 13:49:17;'074955080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
195;'05/08/2022 13:49:18;'074956080522;FIX;OK;65,0048981;40,13293;308,7;0,00;22,0
196;'05/08/2022 13:49:19;'074957080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
197;'05/08/2022 13:49:20;'074958080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
198;'05/08/2022 13:49:21;'074959080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
199;'05/08/2022 13:49:22;'075000080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
200;'05/08/2022 13:49:23;'075001080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
201;'05/08/2022 13:49:24;'075002080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
202;'05/08/2022 13:49:25;'075003080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
203;'05/08/2022 13:49:26;'075004080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
204;'05/08/2022 13:49:27;'075005080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
205;'05/08/2022 13:49:27;'075006080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
206;'05/08/2022 13:49:28;'075007080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
207;'05/08/2022 13:49:29;'075008080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
208;'05/08/2022 13:49:30;'075009080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
209;'05/08/2022 13:49:31;'075010080522;FIX;OK;65,0048981;40,13293;308,8;0,00;22,0
210;'05/08/2022 13:49:32;'075011080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
211;'05/08/2022 13:49:33;'075012080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
212;'05/08/2022 13:49:34;'075013080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
213;'05/08/2022 13:49:35;'075014080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
214;'05/08/2022 13:49:36;'075015080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
215;'05/08/2022 13:49:37;'075016080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
216;'05/08/2022 13:49:38;'075017080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
217;'05/08/2022 13:49:39;'075018080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
218;'05/08/2022 13:49:39;'075019080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
219;'05/08/2022 13:49:40;'075020080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
220;'05/08/2022 13:49:41;'075021080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
221;'05/08/2022 13:49:42;'075022080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
222;'05/08/2022 13:49:43;'075023080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
223;'05/08/2022 13:49:44;'075024080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
224;'05/08/2022 13:49:45;'075025080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
225;'05/08/2022 13:49:46;'075026080522;FIX;OK;65,0048981;40,13293;308,9;0,00;22,0
226;'05/08/2022 13:49:47;'075027080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
227;'05/08/2022 13:49:48;'075028080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
228;'05/08/2022 13:49:49;'075029080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
229;'05/08/2022 13:49:50;'075030080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
230;'05/08/2022 13:49:51;'075031080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
231;'05/08/2022 13:49:51;'075032080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
232;'05/08/2022 13:49:52;'075033080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
233;'05/08/2022 13:49:53;'075034080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
234;'05/08/2022 13:49:54;'075035080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
235;'05/08/2022 13:49:55;'075036080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
236;'05/08/2022 13:49:56;'075037080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
237;'05/08/2022 13:49:57;'075038080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
238;'05/08/2022 13:49:58;'075039080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
239;'05/08/2022 13:49:59;'075040080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
240;'05/08/2022 13:50:00;'075041080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
241;'05/08/2022 13:50:01;'075042080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
242;'05/08/2022 13:50:02;'075043080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
243;'05/08/2022 13:50:03;'075044080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
244;'05/08/2022 13:50:03;'075045080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
245;'05/08/2022 13:50:04;'075046080522;FIX;OK;65,0048981;40,13293;309,0;0,00;22,0
246;'05/08/2022 13:50:05;'075047080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
247;'05/08/2022 13:50:06;'075048080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
248;'05/08/2022 13:50:07;'075049080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
249;'05/08/2022 13:50:08;'075050080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
250;'05/08/2022 13:50:09;'075051080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
251;'05/08/2022 13:50:10;'075052080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
252;'05/08/2022 13:50:11;'075053080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
253;'05/08/2022 13:50:12;'075054080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
254;'05/08/2022 13:50:13;'075055080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
255;'05/08/2022 13:50:14;'075056080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
256;'05/08/2022 13:50:15;'075057080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
257;'05/08/2022 13:50:15;'075058080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
258;'05/08/2022 13:50:16;'075059080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
259;'05/08/2022 13:50:17;'075100080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
260;'05/08/2022 13:50:18;'075101080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
261;'05/08/2022 13:50:19;'075102080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
262;'05/08/2022 13:50:20;'075103080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
263;'05/08/2022 13:50:21;'075104080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
264;'05/08/2022 13:50:22;'075105080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
265;'05/08/2022 13:50:23;'075106080522;FIX;OK;65,0048981;40,13293;309,1;0,00;22,0
