

New start of logging. Datetime: 2022.05.08_004356 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
111;'05/08/2022 00:45:38;'073423080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
112;'05/08/2022 00:45:39;'073424080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
113;'05/08/2022 00:45:39;'073425080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
114;'05/08/2022 00:45:40;'073426080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
115;'05/08/2022 00:45:41;'073427080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
116;'05/08/2022 00:45:42;'073428080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
117;'05/08/2022 00:45:43;'073429080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
118;'05/08/2022 00:45:44;'073430080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
119;'05/08/2022 00:45:45;'073431080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
120;'05/08/2022 00:45:46;'073432080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
121;'05/08/2022 00:45:47;'073433080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
122;'05/08/2022 00:45:48;'073434080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
123;'05/08/2022 00:45:49;'073435080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
124;'05/08/2022 00:45:50;'073436080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
125;'05/08/2022 00:45:51;'073437080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
126;'05/08/2022 00:45:51;'073438080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
127;'05/08/2022 00:45:52;'073439080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
128;'05/08/2022 00:45:53;'073440080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
129;'05/08/2022 00:45:54;'073441080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
130;'05/08/2022 00:45:55;'073442080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
131;'05/08/2022 00:45:56;'073443080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
132;'05/08/2022 00:45:57;'073444080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
133;'05/08/2022 00:45:58;'073445080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
134;'05/08/2022 00:45:59;'073446080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
135;'05/08/2022 00:46:00;'073447080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
136;'05/08/2022 00:46:01;'073448080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
137;'05/08/2022 00:46:02;'073449080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
138;'05/08/2022 00:46:03;'073450080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
139;'05/08/2022 00:46:03;'073451080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
140;'05/08/2022 00:46:04;'073452080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
141;'05/08/2022 00:46:05;'073453080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
142;'05/08/2022 00:46:06;'073454080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
143;'05/08/2022 00:46:07;'073455080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
144;'05/08/2022 00:46:08;'073456080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
145;'05/08/2022 00:46:09;'073457080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
146;'05/08/2022 00:46:10;'073458080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
147;'05/08/2022 00:46:11;'073459080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
148;'05/08/2022 00:46:12;'073500080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
149;'05/08/2022 00:46:13;'073501080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
150;'05/08/2022 00:46:14;'073502080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
151;'05/08/2022 00:46:15;'073503080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
152;'05/08/2022 00:46:15;'073504080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
153;'05/08/2022 00:46:16;'073505080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
154;'05/08/2022 00:46:17;'073506080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
155;'05/08/2022 00:46:18;'073507080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
156;'05/08/2022 00:46:19;'073508080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
157;'05/08/2022 00:46:20;'073509080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
158;'05/08/2022 00:46:21;'073510080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
159;'05/08/2022 00:46:22;'073511080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
160;'05/08/2022 00:46:23;'073512080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
161;'05/08/2022 00:46:24;'073513080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
162;'05/08/2022 00:46:25;'073514080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
163;'05/08/2022 00:46:26;'073515080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
164;'05/08/2022 00:46:27;'073516080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
165;'05/08/2022 00:46:27;'073517080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
166;'05/08/2022 00:46:28;'073518080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
167;'05/08/2022 00:46:29;'073519080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
168;'05/08/2022 00:46:30;'073520080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
169;'05/08/2022 00:46:31;'073521080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
170;'05/08/2022 00:46:32;'073522080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
171;'05/08/2022 00:46:33;'073523080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
172;'05/08/2022 00:46:34;'073524080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
173;'05/08/2022 00:46:35;'073525080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
174;'05/08/2022 00:46:36;'073526080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
175;'05/08/2022 00:46:37;'073527080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
176;'05/08/2022 00:46:38;'073528080522;FIX;OK;65,0049362;40,13297;308,3;0,00;159,6
177;'05/08/2022 00:46:39;'073529080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
178;'05/08/2022 00:46:39;'073530080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
179;'05/08/2022 00:46:40;'073531080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
180;'05/08/2022 00:46:41;'073532080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
181;'05/08/2022 00:46:42;'073533080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
182;'05/08/2022 00:46:43;'073534080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
183;'05/08/2022 00:46:44;'073535080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
184;'05/08/2022 00:46:45;'073536080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
185;'05/08/2022 00:46:46;'073537080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
186;'05/08/2022 00:46:47;'073538080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
187;'05/08/2022 00:46:48;'073539080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
188;'05/08/2022 00:46:49;'073540080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
189;'05/08/2022 00:46:50;'073541080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
190;'05/08/2022 00:46:51;'073542080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
191;'05/08/2022 00:46:51;'073543080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
192;'05/08/2022 00:46:52;'073544080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
193;'05/08/2022 00:46:53;'073545080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
194;'05/08/2022 00:46:54;'073546080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
195;'05/08/2022 00:46:55;'073547080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
196;'05/08/2022 00:46:56;'073548080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
197;'05/08/2022 00:46:57;'073549080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
198;'05/08/2022 00:46:58;'073550080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
199;'05/08/2022 00:46:59;'073551080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
200;'05/08/2022 00:47:00;'073552080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
201;'05/08/2022 00:47:01;'073553080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
202;'05/08/2022 00:47:02;'073554080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
203;'05/08/2022 00:47:03;'073555080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
204;'05/08/2022 00:47:03;'073556080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
205;'05/08/2022 00:47:04;'073557080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
206;'05/08/2022 00:47:05;'073558080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
207;'05/08/2022 00:47:06;'073559080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
208;'05/08/2022 00:47:07;'073600080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
209;'05/08/2022 00:47:08;'073601080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
210;'05/08/2022 00:47:09;'073602080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
211;'05/08/2022 00:47:10;'073603080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
212;'05/08/2022 00:47:11;'073604080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
213;'05/08/2022 00:47:12;'073605080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
214;'05/08/2022 00:47:13;'073606080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
215;'05/08/2022 00:47:14;'073607080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
216;'05/08/2022 00:47:15;'073608080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
217;'05/08/2022 00:47:15;'073609080522;FIX;OK;65,0049362;40,13297;308,2;0,00;159,6
218;'05/08/2022 00:47:16;'073610080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
219;'05/08/2022 00:47:17;'073611080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
220;'05/08/2022 00:47:18;'073612080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
221;'05/08/2022 00:47:19;'073613080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
222;'05/08/2022 00:47:20;'073614080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
223;'05/08/2022 00:47:21;'073615080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
224;'05/08/2022 00:47:22;'073616080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
225;'05/08/2022 00:47:23;'073617080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
226;'05/08/2022 00:47:24;'073618080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
227;'05/08/2022 00:47:25;'073619080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
228;'05/08/2022 00:47:26;'073620080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
229;'05/08/2022 00:47:27;'073621080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
230;'05/08/2022 00:47:27;'073622080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
231;'05/08/2022 00:47:28;'073623080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
232;'05/08/2022 00:47:29;'073624080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
233;'05/08/2022 00:47:30;'073625080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
234;'05/08/2022 00:47:31;'073626080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
235;'05/08/2022 00:47:32;'073627080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
236;'05/08/2022 00:47:33;'073628080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
237;'05/08/2022 00:47:34;'073629080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
238;'05/08/2022 00:47:35;'073630080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
239;'05/08/2022 00:47:36;'073631080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
240;'05/08/2022 00:47:37;'073632080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
241;'05/08/2022 00:47:38;'073633080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
242;'05/08/2022 00:47:39;'073634080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
243;'05/08/2022 00:47:39;'073635080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
244;'05/08/2022 00:47:40;'073636080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
245;'05/08/2022 00:47:41;'073637080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
246;'05/08/2022 00:47:42;'073638080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
247;'05/08/2022 00:47:43;'073639080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
248;'05/08/2022 00:47:44;'073640080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
249;'05/08/2022 00:47:45;'073641080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
250;'05/08/2022 00:47:46;'073642080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
251;'05/08/2022 00:47:47;'073643080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
252;'05/08/2022 00:47:48;'073644080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
253;'05/08/2022 00:47:49;'073645080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
254;'05/08/2022 00:47:50;'073646080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
255;'05/08/2022 00:47:51;'073647080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
256;'05/08/2022 00:47:51;'073648080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
257;'05/08/2022 00:47:52;'073649080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
258;'05/08/2022 00:47:53;'073650080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
259;'05/08/2022 00:47:54;'073651080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
260;'05/08/2022 00:47:55;'073652080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
261;'05/08/2022 00:47:56;'073653080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
262;'05/08/2022 00:47:57;'073654080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
263;'05/08/2022 00:47:58;'073655080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
264;'05/08/2022 00:47:59;'073656080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
265;'05/08/2022 00:48:00;'073657080522;FIX;OK;65,0049362;40,13297;308,1;0,00;159,6
